Date,Average temperature [°C],Snow depth [cm],Cloud cover [1/8],Direct solar radiation mean [W/m2]
2004-05-06,18.1,-1,0.0,356.2
2004-05-07,17.7,-1,5.0,336.5
2004-05-08,17.8,-1,7.0,235.9
2004-05-09,15.4,-1,1.0,396.3
2004-05-10,12.2,-1,0.0,149.7
2004-05-11,5.4,-1,8.0,226.3
2004-05-12,3.4,-1,,318.6
2004-05-13,3.9,-1,7.0,230.1
2004-05-14,3.8,-1,0.0,141.8
2004-05-15,7.9,-1,7.0,268.4
2004-05-16,5.8,-1,3.0,232.3
2004-05-17,7.5,-1,0.0,378.8
2004-05-18,8.7,-1,7.0,60.4
2004-05-19,8.3,-1,1.0,69.6
2004-05-20,7.8,-1,8.0,321.4
2004-05-21,8.0,-1,7.0,173.5
2004-05-22,6.4,-1,7.0,123.9
2004-05-23,5.6,-1,7.0,364.5
2004-05-24,5.3,-1,0.0,424.5
2004-05-25,8.1,-1,5.0,459.1
2004-05-26,10.4,-1,0.0,435.1
2004-05-27,10.1,-1,5.0,109.9
2004-05-28,10.6,-1,7.0,253.1
2004-05-29,8.6,-1,7.0,165.4
2004-05-30,6.8,-1,7.0,188.4
2004-05-31,8.7,-1,5.0,37.7
2004-06-01,11.0,-1,0.0,321.8
2004-06-02,12.4,-1,5.0,326.5
2004-06-03,13.0,-1,0.0,443.2
2004-06-04,15.6,-1,7.0,328.3
2004-06-05,14.4,-1,0.0,460.4
2004-06-06,12.7,-1,0.0,121.7
2004-06-07,8.8,-1,0.0,129.8
2004-06-08,9.6,-1,7.0,22.4
2004-06-09,10.5,-1,5.0,447.4
2004-06-10,10.8,-1,0.0,311.3
2004-06-11,9.7,-1,8.0,8.6
2004-06-12,12.1,-1,7.0,11.4
2004-06-13,15.4,-1,7.0,265.8
2004-06-14,12.1,-1,0.0,173.2
2004-06-15,11.3,-1,0.0,402
2004-06-16,9.6,-1,0.0,28.4
2004-06-17,9.6,-1,5.0,211
2004-06-18,9.8,-1,0.0,199.9
2004-06-19,11.0,-1,8.0,324.7
2004-06-20,11.1,-1,0.0,361.3
2004-06-21,11.2,-1,0.0,31.1
2004-06-22,13.9,-1,7.0,190
2004-06-23,13.1,-1,1.0,-
2004-06-24,11.0,-1,0.0,-
2004-06-25,15.8,-1,7.0,379
2004-06-26,12.9,-1,0.0,233.4
2004-06-27,13.4,-1,3.0,10.1
2004-06-28,13.5,-1,7.0,10.9
2004-06-29,14.9,-1,5.0,112.7
2004-06-30,13.1,-1,7.0,7.5
2004-07-01,15.4,-1,7.0,44
2004-07-02,15.5,-1,1.0,335.1
2004-07-03,12.6,-1,7.0,6.7
2004-07-04,14.6,-1,7.0,294.1
2004-07-05,13.6,-1,7.0,251
2004-07-06,12.9,-1,0.0,302.9
2004-07-07,13.3,-1,0.0,92.2
2004-07-08,13.7,-1,0.0,495
2004-07-09,14.6,-1,0.0,178.9
2004-07-10,14.7,-1,0.0,108.2
2004-07-11,16.1,-1,7.0,133.2
2004-07-12,14.9,-1,7.0,216.7
2004-07-13,15.7,-1,7.0,160.6
2004-07-14,14.9,-1,7.0,220.7
2004-07-15,15.1,-1,3.0,307.2
2004-07-16,14.8,-1,0.0,385
2004-07-17,15.4,-1,8.0,182.8
2004-07-18,15.1,-1,0.0,397.4
2004-07-19,17.6,-1,3.0,224.3
2004-07-20,17.8,-1,7.0,292.4
2004-07-21,15.8,-1,0.0,163.1
2004-07-22,18.0,-1,7.0,69.8
2004-07-23,16.6,-1,0.0,162.8
2004-07-24,19.4,-1,,209.4
2004-07-25,17.4,-1,7.0,132.6
2004-07-26,14.5,-1,0.0,149.2
2004-07-27,16.3,-1,0.0,112.3
2004-07-28,16.1,-1,7.0,13.5
2004-07-29,15.6,-1,8.0,10.6
2004-07-30,17.1,-1,8.0,29.6
2004-07-31,16.5,-1,7.0,31.9
2004-08-01,18.1,-1,5.0,214.1
2004-08-02,19.4,-1,1.0,176.7
2004-08-03,21.6,-1,7.0,190.4
2004-08-04,20.6,-1,8.0,331.3
2004-08-05,19.8,-1,0.0,348.8
2004-08-06,19.5,-1,0.0,358.7
2004-08-07,19.4,-1,0.0,359.4
2004-08-08,20.9,-1,0.0,216.6
2004-08-09,18.4,-1,7.0,197.8
2004-08-10,16.5,-1,0.0,374.4
2004-08-11,16.2,-1,0.0,149.9
2004-08-12,13.8,-1,0.0,299.4
2004-08-13,12.1,-1,3.0,221.3
2004-08-14,9.5,-1,0.0,244.5
2004-08-15,10.2,-1,0.0,127.6
2004-08-16,13.3,-1,1.0,301
2004-08-17,13.2,-1,7.0,18.5
2004-08-18,15.4,-1,9.0,85.7
2004-08-19,13.7,-1,0.0,90.1
2004-08-20,18.7,-1,8.0,209.3
2004-08-21,17.4,-1,7.0,143.8
2004-08-22,14.9,-1,0.0,146.2
2004-08-23,12.0,-1,0.0,245.5
2004-08-24,11.1,-1,8.0,307.3
2004-08-25,10.2,-1,0.0,272.5
2004-08-26,12.6,-1,7.0,5.4
2004-08-27,15.2,-1,7.0,179.7
2004-08-28,15.8,-1,9.0,135.6
2004-08-29,14.7,-1,1.0,323.6
2004-08-30,13.1,-1,0.0,17.4
2004-08-31,16.5,-1,7.0,43.7
2004-09-01,14.3,-1,9.0,63.1
2004-09-02,13.4,-1,0.0,10.3
2004-09-03,17.7,-1,8.0,36.9
2004-09-04,15.2,-1,7.0,280.3
2004-09-05,14.0,-1,1.0,185.7
2004-09-06,15.3,-1,7.0,80.6
2004-09-07,9.8,-1,0.0,140
2004-09-08,7.3,-1,3.0,262.5
2004-09-09,6.5,-1,,197.3
2004-09-10,11.8,-1,3.0,188.1
2004-09-11,14.1,-1,7.0,272.4
2004-09-12,14.9,-1,8.0,23.1
2004-09-13,14.0,-1,7.0,123.5
2004-09-14,14.0,-1,8.0,117.6
2004-09-15,13.4,-1,1.0,-
2004-09-16,9.6,-1,7.0,-
2004-09-17,8.0,-1,0.0,24.6
2004-09-18,12.5,-1,7.0,6.3
2004-09-19,13.8,-1,7.0,50.4
2004-09-20,12.8,-1,7.0,284.8
2004-09-21,11.1,-1,7.0,22.8
2004-09-22,10.1,-1,7.0,17.8
2004-09-23,8.7,-1,5.0,60.4
2004-09-24,8.1,-1,3.0,75.1
2004-09-25,9.9,-1,7.0,68.7
2004-09-26,11.5,-1,7.0,232.8
2004-09-27,11.1,-1,5.0,6.3
2004-09-28,10.7,-1,8.0,27.4
2004-09-29,10.2,-1,7.0,113.3
2004-09-30,6.9,-1,7.0,129.8
2004-10-01,4.0,-1,0.0,271.5
2004-10-02,4.9,-1,0.0,178.1
2004-10-03,6.7,-1,8.0,5.5
2004-10-04,8.9,-1,8.0,192.3
2004-10-05,11.8,-1,7.0,14.4
2004-10-06,11.3,-1,7.0,8.4
2004-10-07,9.5,-1,7.0,173.9
2004-10-08,8.1,-1,7.0,63.9
2004-10-09,3.2,-1,1.0,216.5
2004-10-10,1.1,-1,7.0,254.7
2004-10-11,-1.8,-1,0.0,130.9
2004-10-12,1.3,-1,0.0,256.1
2004-10-13,2.6,-1,0.0,-
2004-10-14,1.9,-1,1.0,-
2004-10-15,1.4,-1,0.0,166.4
2004-10-16,4.4,-1,7.0,79.2
2004-10-17,6.2,-1,7.0,5
2004-10-18,7.5,-1,7.0,4.4
2004-10-19,4.7,-1,8.0,4.3
2004-10-20,2.2,-1,8.0,14.3
2004-10-21,3.5,-1,0.0,4.5
2004-10-22,8.2,-1,7.0,17.8
2004-10-23,8.0,-1,7.0,20.7
2004-10-24,5.8,-1,7.0,22.2
2004-10-25,3.2,-1,7.0,153.3
2004-10-26,9.4,-1,7.0,5
2004-10-27,5.4,-1,8.0,18.9
2004-10-28,1.4,-1,0.0,210
2004-10-29,0.7,-1,1.0,101
2004-10-30,1.0,-1,8.0,19.8
2004-10-31,1.3,-1,7.0,4
2004-11-01,3.6,-1,7.0,173.9
2004-11-02,2.0,-1,7.0,163.1
2004-11-03,3.8,-1,0.0,38.3
2004-11-04,6.4,-1,7.0,4.2
2004-11-05,6.5,-1,7.0,19.5
2004-11-06,3.7,-1,7.0,34.1
2004-11-07,3.5,-1,8.0,4.5
2004-11-08,3.6,-1,7.0,11.6
2004-11-09,6.2,-1,8.0,5.9
2004-11-10,2.0,-1,7.0,4
2004-11-11,4.7,-1,9.0,4.2
2004-11-12,7.6,-1,7.0,3.9
2004-11-13,2.9,-1,8.0,71.7
2004-11-14,0.3,-1,0.0,113.7
2004-11-15,4.8,-1,7.0,4.1
2004-11-16,0.4,-1,5.0,24.4
2004-11-17,-4.0,-1,1.0,9.5
2004-11-18,-4.1,1,9.0,4.4
2004-11-19,-8.4,1,0.0,66.6
2004-11-20,-7.3,1,9.0,7.6
2004-11-21,-7.1,1,8.0,66.7
2004-11-22,-9.0,1,1.0,7.1
2004-11-23,-3.5,13,8.0,4.3
2004-11-24,-10.2,13,5.0,107.3
2004-11-25,-2.7,10,7.0,32.1
2004-11-26,-9.2,7,0.0,33.3
2004-11-27,-10.2,7,8.0,107
2004-11-28,-13.2,7,0.0,27.9
2004-11-29,-2.1,16,9.0,3.9
2004-11-30,-1.7,17,7.0,4
2004-12-01,2.0,16,7.0,3.9
2004-12-02,0.7,13,8.0,3.7
2004-12-03,-7.9,11,7.0,39.6
2004-12-04,-7.3,11,0.0,4.6
2004-12-05,3.1,11,9.0,3.9
2004-12-06,0.8,8,8.0,4.2
2004-12-07,1.6,7,8.0,3.9
2004-12-08,1.0,1,0.0,3.9
2004-12-09,-1.2,0,7.0,61.3
2004-12-10,-0.9,0,9.0,42
2004-12-11,1.9,0,9.0,3.9
2004-12-12,-0.2,0,0.0,64.4
2004-12-13,-5.3,0,9.0,10.6
2004-12-14,2.6,0,8.0,3.8
2004-12-15,4.3,0,7.0,3.7
2004-12-16,3.2,0,8.0,5.1
2004-12-17,3.2,0,8.0,3.8
2004-12-18,2.8,0,8.0,4.2
2004-12-19,0.9,0,8.0,3.7
2004-12-20,-2.3,5,7.0,11.9
2004-12-21,-8.7,6,8.0,47.8
2004-12-22,-1.8,6,1.0,3.6
2004-12-23,-0.9,7,,30.9
2004-12-24,-3.8,7,8.0,55.7
2004-12-25,-7.4,7,0.0,4
2004-12-26,-2.4,16,8.0,3.8
2004-12-27,-6.0,15,7.0,85.3
2004-12-28,-5.8,15,7.0,4.7
2004-12-29,-1.1,15,7.0,3.8
2004-12-30,0.7,14,0.0,3.7
2004-12-31,0.5,8,7.0,77.2
2004-08-09,18.4,-1,7.0,197.8
2004-08-10,16.5,-1,0.0,374.4
2004-08-11,16.2,-1,0.0,149.9
2004-08-12,13.8,-1,0.0,299.4
2004-08-13,12.1,-1,3.0,221.3
2004-08-14,9.5,-1,0.0,244.5
2004-08-15,10.2,-1,0.0,127.6
2004-08-16,13.3,-1,1.0,301
2004-08-17,13.2,-1,7.0,18.5
2004-08-18,15.4,-1,9.0,85.7
2004-08-19,13.7,-1,0.0,90.1
2004-08-20,18.7,-1,8.0,209.3
2004-08-21,17.4,-1,7.0,143.8
2004-08-22,14.9,-1,0.0,146.2
2004-08-23,12.0,-1,0.0,245.5
2004-08-24,11.1,-1,8.0,307.3
2004-08-25,10.2,-1,0.0,272.5
2004-08-26,12.6,-1,7.0,5.4
2004-08-27,15.2,-1,7.0,179.7
2004-08-28,15.8,-1,9.0,135.6
2004-08-29,14.7,-1,1.0,323.6
2004-08-30,13.1,-1,0.0,17.4
2004-08-31,16.5,-1,7.0,43.7
2004-09-01,14.3,-1,9.0,63.1
2004-09-02,13.4,-1,0.0,10.3
2004-09-03,17.7,-1,8.0,36.9
2004-09-04,15.2,-1,7.0,280.3
2004-09-05,14.0,-1,1.0,185.7
2004-09-06,15.3,-1,7.0,80.6
2004-09-07,9.8,-1,0.0,140
2004-09-08,7.3,-1,3.0,262.5
2004-09-09,6.5,-1,,197.3
2004-09-10,11.8,-1,3.0,188.1
2004-09-11,14.1,-1,7.0,272.4
2004-09-12,14.9,-1,8.0,23.1
2004-09-13,14.0,-1,7.0,123.5
2004-09-14,14.0,-1,8.0,117.6
2004-09-15,13.4,-1,1.0,-
2004-09-16,9.6,-1,7.0,-
2004-09-17,8.0,-1,0.0,24.6
2004-09-18,12.5,-1,7.0,6.3
2004-09-19,13.8,-1,7.0,50.4
2004-09-20,12.8,-1,7.0,284.8
2004-09-21,11.1,-1,7.0,22.8
2004-09-22,10.1,-1,7.0,17.8
2004-09-23,8.7,-1,5.0,60.4
2004-09-24,8.1,-1,3.0,75.1
2004-09-25,9.9,-1,7.0,68.7
2004-09-26,11.5,-1,7.0,232.8
2004-09-27,11.1,-1,5.0,6.3
2004-09-28,10.7,-1,8.0,27.4
2004-09-29,10.2,-1,7.0,113.3
2004-09-30,6.9,-1,7.0,129.8
2004-10-01,4.0,-1,0.0,271.5
2004-10-02,4.9,-1,0.0,178.1
2004-10-03,6.7,-1,8.0,5.5
2004-10-04,8.9,-1,8.0,192.3
2004-10-05,11.8,-1,7.0,14.4
2004-10-06,11.3,-1,7.0,8.4
2004-10-07,9.5,-1,7.0,173.9
2004-10-08,8.1,-1,7.0,63.9
2004-10-09,3.2,-1,1.0,216.5
2004-10-10,1.1,-1,7.0,254.7
2004-10-11,-1.8,-1,0.0,130.9
2004-10-12,1.3,-1,0.0,256.1
2004-10-13,2.6,-1,0.0,-
2004-10-14,1.9,-1,1.0,-
2004-10-15,1.4,-1,0.0,166.4
2004-10-16,4.4,-1,7.0,79.2
2004-10-17,6.2,-1,7.0,5
2004-10-18,7.5,-1,7.0,4.4
2004-10-19,4.7,-1,8.0,4.3
2004-10-20,2.2,-1,8.0,14.3
2004-10-21,3.5,-1,0.0,4.5
2004-10-22,8.2,-1,7.0,17.8
2004-10-23,8.0,-1,7.0,20.7
2004-10-24,5.8,-1,7.0,22.2
2004-10-25,3.2,-1,7.0,153.3
2004-10-26,9.4,-1,7.0,5
2004-10-27,5.4,-1,8.0,18.9
2004-10-28,1.4,-1,0.0,210
2004-10-29,0.7,-1,1.0,101
2004-10-30,1.0,-1,8.0,19.8
2004-10-31,1.3,-1,7.0,4
2004-11-01,3.6,-1,7.0,173.9
2004-11-02,2.0,-1,7.0,163.1
2004-11-03,3.8,-1,0.0,38.3
2004-11-04,6.4,-1,7.0,4.2
2004-11-05,6.5,-1,7.0,19.5
2004-11-06,3.7,-1,7.0,34.1
2004-11-07,3.5,-1,8.0,4.5
2004-11-08,3.6,-1,7.0,11.6
2004-11-09,6.2,-1,8.0,5.9
2004-11-10,2.0,-1,7.0,4
2004-11-11,4.7,-1,9.0,4.2
2004-11-12,7.6,-1,7.0,3.9
2004-11-13,2.9,-1,8.0,71.7
2004-11-14,0.3,-1,0.0,113.7
2004-11-15,4.8,-1,7.0,4.1
2004-11-16,0.4,-1,5.0,24.4
2004-11-17,-4.0,-1,1.0,9.5
2004-11-18,-4.1,1,9.0,4.4
2004-11-19,-8.4,1,0.0,66.6
2004-11-20,-7.3,1,9.0,7.6
2004-11-21,-7.1,1,8.0,66.7
2004-11-22,-9.0,1,1.0,7.1
2004-11-23,-3.5,13,8.0,4.3
2004-11-24,-10.2,13,5.0,107.3
2004-11-25,-2.7,10,7.0,32.1
2004-11-26,-9.2,7,0.0,33.3
2004-11-27,-10.2,7,8.0,107
2004-11-28,-13.2,7,0.0,27.9
2004-11-29,-2.1,16,9.0,3.9
2004-11-30,-1.7,17,7.0,4
2004-12-01,2.0,16,7.0,3.9
2004-12-02,0.7,13,8.0,3.7
2004-12-03,-7.9,11,7.0,39.6
2004-12-04,-7.3,11,0.0,4.6
2004-12-05,3.1,11,9.0,3.9
2004-12-06,0.8,8,8.0,4.2
2004-12-07,1.6,7,8.0,3.9
2004-12-08,1.0,1,0.0,3.9
2005-01-01,-0.6,8,0.0,44.8
2005-01-02,0.9,8,7.0,0.1
2005-01-03,-0.9,9,7.0,45.4
2005-01-04,-1.4,9,8.0,1.6
2005-01-05,-0.1,12,7.0,0.2
2005-01-06,0.6,14,7.0,0.2
2005-01-07,3.2,13,7.0,0
2005-01-08,3.3,9,1.0,0.2
2005-01-09,1.4,5,8.0,0.2
2005-01-10,1.3,3,8.0,0.2
2005-01-11,4.3,0,7.0,58.1
2005-01-12,1.9,0,0.0,0
2005-01-13,3.7,0,1.0,0.1
2005-01-14,-0.3,0,7.0,0.7
2005-01-15,-5.3,0,0.0,-
2005-01-16,0.5,5,7.0,-
2005-01-17,3.1,0,8.0,-
2005-01-18,1.9,0,7.0,-
2005-01-19,0.0,0,7.0,-
2005-01-20,-0.7,8,7.0,-
2005-01-21,-0.2,16,7.0,0.4
2005-01-22,-0.4,25,7.0,0.5
2005-01-23,-2.6,26,8.0,0.7
2005-01-24,-4.5,28,7.0,0.4
2005-01-25,-4.5,28,7.0,19.8
2005-01-26,-5.3,27,7.0,0.7
2005-01-27,-5.2,29,9.0,9
2005-01-28,-13.7,28,7.0,1.9
2005-01-29,-11.4,31,8.0,30.3
2005-01-30,-5.6,33,7.0,0.5
2005-01-31,-1.5,28,7.0,102.7
2005-02-01,-2.8,28,7.0,1
2005-02-02,-3.8,29,8.0,1.4
2005-02-03,-4.4,29,8.0,0.6
2005-02-04,-1.5,29,7.0,0.8
2005-02-05,0.3,26,7.0,0.2
2005-02-06,1.8,22,8.0,0.5
2005-02-07,-0.2,17,7.0,1.3
2005-02-08,-1.7,17,7.0,36.5
2005-02-09,-9.4,17,7.0,1
2005-02-10,-3.2,17,7.0,0.7
2005-02-11,0.0,18,8.0,14.2
2005-02-12,-4.9,18,0.0,19.4
2005-02-13,-2.2,18,8.0,0.9
2005-02-14,-6.3,37,7.0,3.1
2005-02-15,-10.2,35,8.0,94
2005-02-16,-15.2,32,0.0,124.1
2005-02-17,-7.6,30,8.0,1.6
2005-02-18,-4.5,30,8.0,0.5
2005-02-19,-1.5,30,7.0,0.9
2005-02-20,-3.4,30,8.0,2
2005-02-21,-6.6,29,8.0,31.5
2005-02-22,-13.6,28,7.0,121.8
2005-02-23,-14.3,28,0.0,153.8
2005-02-24,-13.8,28,7.0,143.6
2005-02-25,-13.3,28,0.0,57.2
2005-02-26,-13.4,28,0.0,118.9
2005-02-27,-12.4,28,7.0,181.4
2005-02-28,-16.5,28,0.0,79.9
2005-03-01,-17.7,28,0.0,222.8
2005-03-02,-15.6,28,,58.3
2005-03-03,-16.7,28,0.0,177.5
2005-03-04,-15.4,28,0.0,178.9
2005-03-05,-8.4,28,8.0,118.6
2005-03-06,-12.7,28,0.0,191.9
2005-03-07,-6.4,28,0.0,78.9
2005-03-08,-4.1,29,8.0,108.2
2005-03-09,-11.0,27,0.0,232.3
2005-03-10,-16.2,27,0.0,42.3
2005-03-11,-14.1,27,3.0,248.2
2005-03-12,-9.3,27,8.0,63.2
2005-03-13,-14.8,27,0.0,209
2005-03-14,-17.2,27,3.0,214.6
2005-03-15,-15.7,27,0.0,206
2005-03-16,-13.8,27,0.0,174.7
2005-03-17,-6.3,30,1.0,2.4
2005-03-18,-6.4,33,7.0,38.5
2005-03-19,-6.9,33,0.0,122.1
2005-03-20,-5.9,33,0.0,142.1
2005-03-21,-5.5,31,1.0,119
2005-03-22,-6.3,30,0.0,191.8
2005-03-23,-0.8,29,8.0,6.5
2005-03-24,1.8,29,7.0,110.1
2005-03-25,3.5,26,0.0,199.5
2005-03-26,0.9,18,0.0,218.7
2005-03-27,-0.5,18,0.0,122.3
2005-03-28,-2.8,16,1.0,113.1
2005-03-29,-2.7,16,7.0,102.6
2005-03-30,-2.4,7,0.0,115.4
2005-03-31,0.4,14,0.0,274.4
2005-04-01,0.3,13,0.0,262
2005-04-02,1.7,12,0.0,51.5
2005-04-03,4.2,10,7.0,177.8
2005-04-04,3.8,5,0.0,225.7
2005-04-05,4.6,3,0.0,142.4
2005-04-06,3.7,0,0.0,179.1
2005-04-07,4.4,0,7.0,23.6
2005-04-08,4.6,0,8.0,48.6
2006-01-01,-0.5,17,7.0,0.4
2006-01-02,-1.1,20,8.0,0.4
2006-01-03,-5.9,20,7.0,1.6
2006-01-04,-3.3,20,8.0,0.5
2006-01-05,-2.6,20,8.0,0.5
2006-01-06,-1.7,20,8.0,0.4
2006-01-07,-5.9,22,8.0,0.5
2006-01-08,-10.9,22,0.0,47.9
2006-01-09,-3.0,22,8.0,0.3
2006-01-10,0.0,22,8.0,0.8
2006-01-11,2.6,21,7.0,0.1
2006-01-12,2.4,14,8.0,76.0
2006-01-13,0.3,14,0.0,0.8
2006-01-14,0.4,14,8.0,27.2
2006-01-15,-0.4,14,7.0,0.4
2006-01-16,-0.9,12,7.0,0.2
2006-01-17,-3.9,12,8.0,0.4
2006-01-18,-15.2,13,7.0,93.4
2006-01-19,-21.0,13,0.0,97.7
2006-01-20,-21.3,13,0.0,57.1
2006-01-21,-20.4,13,7.0,89.1
2006-01-22,-23.5,13,0.0,100.6
2006-01-23,-11.0,13,7.0,0.3
2006-01-24,-1.5,15,8.0,0.2
2006-01-25,-0.3,16,7.0,0.9
2006-01-26,-3.7,16,8.0,1.3
2006-01-27,0.4,16,8.0,102.0
2006-01-28,-4.2,16,0.0,28.4
2006-01-29,0.9,16,8.0,96.2
2006-01-30,0.7,15,8.0,35.6
2006-01-31,-7.1,14,7.0,1.6
2006-02-01,-2.2,14,8.0,0.6
2006-02-02,-6.3,16,7.0,0.6
2006-02-03,-14.6,25,8.0,8.2
2006-02-04,-22.9,25,0.0,79.2
2006-02-05,-25.6,25,0.0,129.5
2006-02-06,-26.6,25,0.0,61.4
2006-02-07,-15.4,25,7.0,39.0
2006-02-08,-11.3,25,7.0,42.4
2006-02-09,-10.4,25,,0.9
2006-02-10,-7.9,26,8.0,1.3
2006-02-11,-11.1,26,8.0,83.2
2006-02-12,-9.4,26,7.0,1.5
2006-02-13,-3.7,26,8.0,1.3
2006-02-14,-2.9,27,7.0,1.9
2006-02-15,-5.9,26,8.0,2.3
2006-02-16,-7.5,26,8.0,28.8
2006-02-17,-11.4,27,7.0,85.1
2006-02-18,-8.6,26,7.0,2.6
2006-02-19,-3.2,26,7.0,1.7
2006-02-20,-2.3,25,7.0,16.2
2006-02-21,-11.0,25,0.0,37.8
2006-02-22,-5.7,25,1.0,2.3
2006-02-23,-7.5,24,7.0,49.1
2006-02-24,-2.7,24,7.0,4.5
2006-02-25,-3.2,24,8.0,106.5
2006-02-26,-14.1,24,0.0,126.9
2006-02-27,-16.0,24,8.0,192.7
2006-02-28,-15.6,24,0.0,54.5
2006-03-01,-9.2,26,7.0,81.2
2006-03-02,-9.8,32,7.0,7.6
2006-03-03,-11.0,32,7.0,11.9
2006-03-04,-9.1,32,8.0,4.3
2006-03-05,-6.5,32,9.0,4.2
2006-03-06,-8.7,30,3.0,50.6
2006-03-07,-13.9,29,7.0,131.0
2006-03-08,-13.2,29,5.0,5.7
2006-03-09,-16.3,35,7.0,167.9
2006-03-10,-16.4,33,7.0,150.9
2006-03-11,-16.2,33,0.0,175.0
2006-03-12,-11.7,33,0.0,207.1
2006-03-13,-8.1,33,0.0,237.6
2006-03-14,-6.2,30,0.0,12.3
2006-03-15,-4.4,30,7.0,40.0
2006-03-16,-5.9,30,8.0,108.6
2006-03-17,-6.4,29,0.0,144.7
2006-03-18,-3.8,29,0.0,6.9
2006-03-19,-2.9,30,8.0,42.6
2006-03-20,-7.1,33,0.0,218.9
2006-03-21,-9.9,33,0.0,159.1
2006-03-22,-10.2,32,0.0,215.6
2006-03-23,-8.0,32,5.0,226.9
2006-03-24,-8.7,32,7.0,106.3
2006-03-25,-8.0,36,0.0,190.7
2006-03-26,-6.1,34,7.0,199.4
2006-03-27,-6.3,32,3.0,57.9
2006-03-28,-0.8,33,8.0,2.9
2006-03-29,0.5,34,9.0,4.1
2006-03-30,1.6,30,9.0,3.0
2006-03-31,1.3,25,7.0,6.7
2006-04-01,1.4,23,8.0,3.3
2013-06-11,13.3,-,8.0,342.45
2013-06-12,11.6,-,0.0,32.2
2013-06-13,14.4,-,0.0,26.3
2013-06-14,13.9,-,7.0,0.2
2013-06-15,14.8,-,7.0,353.7
2013-06-16,11.8,-,0.0,96.45
2013-06-17,12.5,-,1.0,5.8
2013-06-18,13.9,-,0.0,669.25
2013-06-19,13.8,-,0.0,607.6
2013-06-20,12.7,-,0.0,1.7
2013-06-21,17.9,-,7.0,112.4
2013-06-22,19.2,-,0.0,8.9
2013-06-23,18.2,-,7.0,19.0
2013-06-24,18.8,-,0.0,63.0
2013-06-25,21.4,-,7.0,4.4
2013-06-26,24.1,-,0.0,17.25
2013-06-27,21.6,-,7.0,6.2
2013-06-28,17.5,-,1.0,214.3
2013-06-29,16.0,-,5.0,1.6
2013-06-30,17.8,-,8.0,117.0
2013-07-01,16.3,-,0.0,537.4
2013-07-02,15.7,-,7.0,39.0
2013-07-03,16.7,-,7.0,371.25
2013-07-04,16.8,-,0.0,308.0
2013-07-05,20.4,-,7.0,117.35
2013-07-06,18.6,-,8.0,5.4
2013-07-07,17.8,-,0.0,779.0
2013-07-08,16.2,-,0.0,5.0
2013-07-09,15.9,-,0.0,603.2
2013-07-10,15.6,-,0.0,1.5
2013-07-11,16.3,-,8.0,616.0
2013-07-12,15.9,-,0.0,707.6
2013-07-13,18.1,-,0.0,608.2
