Date,Average temperature [°C],Snow depth [cm],Cloud cover [1/8],Direct solar radiation mean [W/m2]
2004-08-26,7.2,-1,,5.4
2004-08-27,7.6,-1,,179.7
2004-08-28,10.1,-1,,135.6
2004-08-29,11.9,-1,,323.6
2004-08-30,12.1,-1,,17.4
2004-08-31,10.8,-1,,43.7
2004-09-01,12.8,-1,,63.1
2004-09-02,13.3,-1,,10.3
2004-09-03,10.9,-1,,36.9
2004-09-04,12.2,-1,,280.3
2004-09-05,13.4,-1,,185.7
2004-09-06,9.2,-1,,80.6
2004-09-07,7.3,-1,,140
2004-09-08,2.5,-1,,262.5
2004-09-09,4.4,-1,,197.3
2004-09-10,9.4,-1,,188.1
2004-09-11,5.3,-1,,272.4
2004-09-12,4.7,-1,,23.1
2004-09-13,4.1,-1,,123.5
2004-09-14,2.3,-1,,117.6
2004-09-15,3.6,-1,,-
2004-09-16,4.1,-1,,-
2004-09-17,2.4,-1,,24.6
2004-09-18,1.3,-1,,6.3
2004-09-19,4.6,-1,,50.4
2004-09-20,7.3,-1,,284.8
2004-09-21,9.2,-1,,22.8
2004-09-22,9.2,-1,,17.8
2004-09-23,8.9,-1,,60.4
2004-09-24,8.1,-1,,75.1
2004-09-25,8.3,-1,,68.7
2004-09-26,7.5,-1,,232.8
2004-09-27,7.2,-1,,6.3
2004-09-28,8.5,-1,,27.4
2004-09-29,6.7,-1,,113.3
2004-09-30,4.0,-1,,129.8
2004-10-01,3.3,-1,,271.5
2004-10-02,2.6,-1,,178.1
2004-10-03,5.6,-1,,5.5
2004-10-04,4.2,-1,,192.3
2004-10-05,6.8,-1,,14.4
2004-10-06,6.5,-1,,8.4
2004-10-07,3.1,-1,,173.9
2004-10-08,-2.8,-1,,63.9
2004-10-09,-2.6,-1,,216.5
2004-10-10,-0.8,-1,,254.7
2004-10-11,-3.1,-1,,130.9
2004-10-12,-0.4,-1,,256.1
2004-10-13,0.7,-1,,-
2004-10-14,1.7,-1,,-
2004-10-15,0.6,-1,,166.4
2004-10-16,0.6,-1,,79.2
2004-10-17,-2.8,-1,,5
2004-10-18,-4.4,-1,,4.4
2004-10-19,0.1,-1,,4.3
2004-10-20,-1.8,-1,,14.3
2004-10-21,-1.3,-1,,4.5
2004-10-22,-0.1,4,,17.8
2004-10-23,0.9,4,,20.7
2004-10-24,1.0,2,,22.2
2004-10-25,-0.6,1,,153.3
2004-10-26,-1.6,1,,5
2004-10-27,0.0,1,,18.9
2004-10-28,-0.7,1,,210
2004-10-29,-7.3,1,,101
2004-10-30,-9.8,1,,19.8
2004-10-31,-3.1,1,,4
2004-11-01,-0.5,5,,173.9
2004-11-02,0.2,5,,163.1
2004-11-03,4.3,3,,38.3
2004-11-04,0.4,-1,,4.2
2004-11-05,0.3,-1,,19.5
2004-11-06,0.4,1,,34.1
2004-11-07,0.2,-1,,4.5
2004-11-08,-0.4,-1,,11.6
2004-11-09,-1.5,-1,,5.9
2004-11-10,3.4,-1,,4
2004-11-11,2.9,-1,,4.2
2004-11-12,1.5,-1,,3.9
2004-11-13,-3.1,-1,,71.7
2004-11-14,-5.8,-1,,113.7
2004-11-15,-3.3,4,,4.1
2004-11-16,-7.2,5,,24.4
2004-11-17,-18.0,5,,9.5
2004-11-18,-18.8,5,,4.4
2004-11-19,-13.5,5,,66.6
2004-11-20,-18.0,5,,7.6
2004-11-21,-20.6,5,,66.7
2004-11-22,-25.5,5,,7.1
2004-11-23,-22.6,5,,4.3
2004-11-24,-16.2,5,,107.3
2004-11-25,-6.6,12,,32.1
2004-11-26,-4.9,17,,33.3
2004-11-27,-14.6,17,,107
2004-11-28,-22.7,17,,27.9
2004-11-29,-19.0,17,,3.9
2004-11-30,-9.5,17,,4
2004-12-01,-6.3,16,,3.9
2004-12-02,-18.8,16,,3.7
2004-12-03,-21.8,16,,39.6
2004-12-04,-7.4,16,,4.6
2004-12-05,-5.8,16,,3.9
2004-12-06,-8.4,16,,4.2
2004-12-07,-7.5,18,,3.9
2004-12-08,-6.3,18,,3.9
2021-01-10,-15.0,33,7.0,0.7
2021-01-11,-15.7,34,8.0,0.1
2021-01-12,-19.1,34,8.0,0.0
2021-01-13,-30.7,34,0.0,-0.1
2021-01-14,-31.4,33,0.0,34.8
2021-01-15,-16.9,34,8.0,92.5
2021-01-16,-9.1,35,8.0,80.9
2021-01-17,-8.6,35,7.0,3.3
2021-01-18,-9.3,35,7.0,1.6
2021-01-19,-15.0,34,8.0,0.4
2021-01-20,-25.9,34,7.0,23.8
2021-01-21,-28.5,34,7.0,0.2
2021-01-22,-14.0,34,8.0,0.4
2021-01-23,-14.5,36,8.0,0.3
2021-01-24,-12.0,47,9.0,0.2
2021-01-25,-8.5,45,8.0,0.3
2021-01-26,-5.9,46,8.0,0.2
2021-01-27,-8.6,46,8.0,0.5
2021-01-28,-9.9,50,8.0,0.7
2021-01-29,-11.9,50,9.0,1.6
2021-01-30,-11.1,52,8.0,1.0
2021-01-31,-12.7,55,7.0,21.4
2021-02-01,-17.8,55,3.0,6.3
2021-02-02,-13.4,54,8.0,0.6
2021-02-03,-12.9,54,8.0,108.1
2021-02-04,-10.9,53,7.0,164.9
2021-02-05,-11.9,53,1.0,167.7
2021-02-06,-9.2,53,8.0,46.1
2021-02-07,-8.5,53,8.0,3.4
2021-02-08,-13.0,52,5.0,43.8
2021-02-09,-24.8,51,0.0,0.7
2021-02-10,-22.3,50,8.0,55.0
2021-02-11,-20.8,50,8.0,208.4
2021-02-12,-16.0,50,8.0,87.6
2021-02-13,-11.0,51,7.0,1.4
2021-02-14,-15.4,51,8.0,178.0
2021-02-15,-14.9,54,0.0,147.9
2021-02-16,-17.8,56,0.0,108.2
2021-02-17,-25.2,56,0.0,234.3
2021-02-18,-23.9,55,7.0,156.4
2021-02-19,-28.4,55,8.0,2.4
2021-02-20,-21.5,55,8.0,0.6
2021-02-21,-19.8,55,8.0,0.5
2021-02-22,-20.2,55,9.0,0.6
2021-02-23,-15.3,54,5.0,0.6
2021-02-24,-11.1,58,8.0,0.8
2021-02-25,-5.3,62,8.0,0.5
2021-02-26,-0.2,62,9.0,7.2
2021-02-27,-2.2,60,8.0,277.0
2021-02-28,-1.0,60,8.0,261.2
2021-03-01,1.4,60,0.0,8.1
2021-03-02,-3.8,60,7.0,277.8
2021-03-03,-6.7,60,0.0,191.5
2021-03-04,-7.5,60,1.0,240.4
2021-03-05,-12.4,60,7.0,282.9
2021-03-06,-9.0,60,3.0,6.2
2021-03-07,-10.1,66,7.0,24.4
2021-03-08,-18.6,66,1.0,255.7
2021-03-09,-22.9,66,7.0,0.2
2021-03-10,-19.4,65,0.0,284.2
2021-03-11,-13.6,65,0.0,2.4
2021-03-12,-7.4,65,8.0,0.3
2021-03-13,-5.6,65,8.0,0.9
2021-03-14,-3.5,64,8.0,0.7
2021-03-15,-2.0,62,8.0,0.6
2021-03-16,-5.0,64,8.0,11.1
2021-03-17,-10.4,63,5.0,3.7
2021-03-18,-7.8,63,1.0,156.6
2021-03-19,-11.7,63,0.0,244.4
2021-03-20,-3.2,63,9.0,0.6
2021-03-21,-3.1,67,8.0,99.2
2021-03-22,-8.4,67,0.0,360.5
2021-03-23,-0.1,65,7.0,130.2
2021-03-24,1.9,63,0.0,72.7
2021-03-25,1.1,59,0.0,237.5
2021-03-26,-3.0,57,7.0,165.7
2021-03-27,0.7,56,3.0,158.3
2021-03-28,2.3,53,7.0,92.6
2021-03-29,1.4,50,5.0,0.2
2021-03-30,0.8,48,8.0,25.6
2021-03-31,1.0,45,8.0,69.8
2021-04-01,0.6,44,7.0,365.3
2021-04-02,-1.2,42,0.0,61.7
2021-04-03,-0.5,40,8.0,160.7
2021-04-04,0.9,40,8.0,157.0
2021-04-05,0.9,39,7.0,2.6
2021-04-06,-0.3,40,8.0,149.1
2021-04-07,0.3,40,8.0,45.5
2021-04-08,-0.9,40,8.0,361.6
2021-04-09,-2.6,40,0.0,0.8
2019-11-10,-16.1,27,8.0,0.6
2019-11-11,-12.4,27,5.0,0.7
2019-11-12,-6.5,30,9.0,0.9
2019-11-13,-3.2,29,8.0,0.8
2019-11-14,-1.9,30,8.0,0.7
2019-11-15,-3.6,30,8.0,66.0
2019-11-16,-3.4,30,8.0,0.4
2019-11-17,-5.1,30,8.0,0.2
2019-11-18,-3.2,30,8.0,0.2
2019-11-19,-1.8,30,8.0,0.0
2019-11-20,0.2,30,8.0,0.1
2019-11-21,0.9,27,8.0,0.0
2019-11-22,0.1,25,8.0,0.0
2019-11-23,-0.4,24,8.0,2.8
2019-11-24,-1.1,24,8.0,0.3
2019-11-25,-0.7,24,8.0,0.5
2019-11-26,-3.8,24,8.0,0.4
2019-11-27,-15.7,24,0.0,0.7
2019-11-28,-11.9,24,7.0,0.7
2019-11-29,-7.0,33,9.0,0.5
2019-11-30,-10.7,33,8.0,70.6
2019-12-01,-10.9,34,9.0,48.5
2019-12-02,-5.7,36,7.0,78.4
2019-12-03,-8.0,36,0.0,79.8
2019-12-04,-6.1,37,8.0,6.2
2019-12-05,0.1,38,7.0,0.1
2019-12-06,-4.0,36,7.0,0.4
2019-12-07,-3.4,37,8.0,0.5
2019-12-08,-4.1,38,7.0,22.9
2019-12-09,-5.9,38,8.0,12.5
2019-12-10,-14.7,40,8.0,25.9
2019-12-11,-11.3,40,0.0,1.3
2019-12-12,0.7,41,8.0,0.5
2019-12-13,-0.7,42,8.0,0.3
2019-12-14,-0.5,42,8.0,0.1
2019-12-15,-1.2,42,8.0,0.9
2019-12-16,-2.3,44,8.0,0.8
2019-12-17,-2.6,57,9.0,15.1
2019-12-18,-2.6,55,7.0,0.8
2019-12-19,-8.3,57,7.0,52.3
2019-12-20,-12.3,57,0.0,0.3
2019-12-21,-6.0,57,8.0,0.2
2019-12-22,-4.2,59,8.0,0.5
2019-12-23,-2.1,61,8.0,0.3
2019-12-24,-1.4,63,8.0,0.4
2019-12-25,-3.3,63,9.0,1.0
2019-12-26,-5.1,61,8.0,0.4
2019-12-27,-13.3,59,7.0,27.6
2019-12-28,-11.0,59,1.0,83.0
2019-12-29,-1.4,58,7.0,0.8
2019-12-30,-1.5,64,9.0,0.7
2019-12-31,-12.3,68,8.0,6.5
2020-01-01,-15.8,68,0.0,8.2
2020-01-02,-2.0,70,8.0,15.1
2020-01-03,0.4,67,3.0,-0.1
2020-01-04,-7.5,65,0.0,57.4
2020-01-05,-16.0,65,0.0,83.3
2020-01-06,-6.4,67,8.0,0.7
2020-01-07,-1.0,68,8.0,0.7
2020-01-08,0.6,67,8.0,0.6
2020-01-09,-1.5,65,0.0,88.3
2020-01-10,-6.3,65,8.0,76.5
2020-01-11,-11.6,65,9.0,27.6
2020-01-12,-3.1,73,8.0,0.7
2020-01-13,-10.5,72,0.0,4.9
2020-01-14,-6.3,72,7.0,0.4
2020-01-15,-2.3,77,8.0,0.7
2020-01-16,-8.2,74,8.0,1.6
2020-01-17,-14.1,75,8.0,0.1
2020-01-18,-10.6,75,7.0,0.3
2020-01-19,-7.1,85,9.0,4.5
2020-01-20,-3.6,84,8.0,3.4
2020-01-21,-2.9,82,8.0,64.7
2020-01-22,-6.8,82,0.0,76.7
2020-01-23,-13.9,82,1.0,52.0
2020-01-24,-10.8,83,8.0,6.1
2020-01-25,-19.0,86,0.0,95.3
2020-01-26,-24.7,86,1.0,13.8
2020-01-27,-31.5,85,0.0,0.5
2020-01-28,-24.1,85,8.0,0.8
2020-01-29,-10.7,84,8.0,0.6
2020-01-30,-9.4,85,8.0,0.7
2020-01-31,-11.4,85,8.0,0.7
2020-02-01,-14.3,83,8.0,0.6
2020-02-02,-10.8,82,8.0,3.5
2020-02-03,-8.3,87,8.0,124.5
2020-02-04,-22.2,86,0.0,186.0
2020-02-05,-22.1,85,8.0,52.4
2020-02-06,-12.1,85,0.0,194.6
2020-02-07,-13.2,89,0.0,65.9
2020-02-08,-7.8,85,3.0,0.6
2020-02-09,-1.1,85,8.0,0.6
2021-11-10,0.0,8,8.0,0.2
2021-11-11,-0.7,5,7.0,79.8
2021-11-12,-3.6,5,8.0,13.0
2021-11-13,-7.7,5,3.0,2.7
2021-11-14,-8.5,5,7.0,156.5
2021-11-15,-5.1,5,7.0,5.4
2021-11-16,-2.0,8,8.0,0.0
2021-11-17,0.1,8,8.0,0.0
2021-11-18,0.4,6,8.0,3.6
2021-11-19,-5.3,8,8.0,0.6
2021-11-20,-4.9,8,1.0,39.8
2021-11-21,-7.5,9,7.0,3.2
2021-11-22,-17.2,9,0.0,95.7
2021-11-23,-15.5,9,0.0,0.6
2021-11-24,-11.7,19,8.0,47.2
2021-11-25,-11.9,18,5.0,0.9
2021-11-26,-14.9,17,8.0,37.8
2021-11-27,-22.2,17,7.0,25.9
2021-11-28,-18.9,17,7.0,1.0
2021-11-29,-13.5,17,8.0,0.9
2021-11-30,-16.2,16,1.0,65.7
2021-12-01,-7.5,19,9.0,11.9
2021-12-02,-6.8,28,9.0,11.1
2021-12-03,-14.5,25,7.0,-0.5
2021-12-04,-23.7,24,0.0,-1.0
2021-12-05,-29.3,24,0.0,93.3
2021-12-06,-24.7,23,9.0,1.0
2021-12-07,-27.2,23,0.0,46.7
2021-12-08,-20.5,23,0.0,33.0
2021-12-09,-17.5,23,7.0,0.5
2021-12-10,-11.9,23,8.0,0.1
2021-12-11,-7.0,24,8.0,0.0
2021-12-12,-5.3,27,7.0,0.8
2021-12-13,-3.2,27,8.0,0.5
2021-12-14,-4.7,28,1.0,0.3
2021-12-15,-2.5,27,8.0,0.4
2021-12-16,-4.4,27,8.0,15.8
2021-12-17,-6.5,27,0.0,80.6
2021-12-18,-5.2,31,8.0,0.5
2021-12-19,-10.8,31,8.0,-0.4
2021-12-20,-14.5,30,0.0,61.7
2021-12-21,-11.0,29,5.0,77.0
2021-12-22,-16.0,29,8.0,-0.6
2021-12-23,-11.9,30,9.0,0.6
2021-12-24,-10.5,39,9.0,32.2
2021-12-25,-13.6,37,7.0,2.2
2021-12-26,-14.0,37,7.0,62.6
2021-12-27,-14.4,36,0.0,48.6
2021-12-28,-15.2,35,1.0,0.0
2021-12-29,-11.1,37,8.0,-0.3
2021-12-30,-5.0,38,8.0,0.6
2021-12-31,-6.3,45,9.0,3.6
2022-01-01,-10.1,44,0.0,99.5
2022-01-02,-22.2,44,,0.6
2022-01-03,-21.9,44,3.0,0.2
2022-01-04,-14.5,43,7.0,0.4
2022-01-05,-13.8,44,8.0,2.8
2022-01-06,-20.3,44,8.0,0.9
2022-01-07,-13.6,44,5.0,1.2
2022-01-08,-22.0,44,0.0,0.6
2022-01-09,-20.1,43,8.0,0.2
2022-01-10,-25.8,43,7.0,116.7
2022-01-11,-9.0,44,8.0,1.3
2022-01-12,-1.5,42,7.0,0.5
2022-01-13,-3.2,43,8.0,74.5
2022-01-14,-3.8,43,7.0,28.6
2022-01-15,-6.3,44,5.0,117.0
2022-01-16,-2.2,45,9.0,1.8
2022-01-17,-7.8,49,7.0,84.0
2022-01-18,-10.2,46,0.0,12.4
2022-01-19,-0.4,46,8.0,0.5
2022-01-20,-10.0,46,7.0,0.0
2022-01-21,-9.0,46,0.0,0.2
2022-01-22,-17.3,46,0.0,46.9
2022-01-23,-1.4,45,8.0,0.8
2022-01-24,0.8,45,1.0,0.3
2022-01-25,-10.2,44,7.0,144.3
2022-01-26,-13.8,44,0.0,0.6
2022-01-27,-9.1,44,8.0,0.4
2022-01-28,-9.3,44,8.0,0.3
2022-01-29,-18.5,44,0.0,0.6
2022-01-30,-19.3,44,1.0,0.1
2022-01-31,-24.9,44,7.0,0.4
2022-02-01,-22.5,44,8.0,0.8
2022-02-02,-14.2,44,8.0,1.0
2022-02-03,-15.9,44,8.0,21.8
2022-02-04,-19.2,45,8.0,1.1
2022-02-05,-7.8,53,9.0,0.2
2022-02-06,-7.1,54,8.0,0.3
2022-02-07,-6.8,55,9.0,0.6
2022-02-08,-5.6,54,8.0,0.9
