Date,Average temperature [°C],Snow depth [cm],Cloud cover [1/8],Direct solar radiation mean [W/m2]
2004-05-14,5.4,-1,3.0,141.8
2004-05-15,5.3,-1,5.0,268.4
2004-05-16,5.4,-1,5.0,232.3
2004-05-17,7.6,-1,7.0,378.8
2004-05-18,7.2,-1,1.0,60.4
2004-05-19,8.6,-1,7.0,69.6
2004-05-20,7,-1,5.0,321.4
2004-05-21,8.1,-1,3.0,173.5
2004-05-22,6.3,-1,5.0,123.9
2004-05-23,6.4,-1,7.0,364.5
2004-05-24,7.9,-1,7.0,424.5
2004-05-25,8.9,-1,3.0,459.1
2004-05-26,9.3,-1,1.0,435.1
2004-05-27,10.9,-1,3.0,109.9
2004-05-28,10.6,-1,7.0,253.1
2004-05-29,10.6,-1,7.0,165.4
2004-05-30,9.9,-1,7.0,188.4
2004-05-31,8.4,-1,7.0,37.7
2004-06-01,11.4,-1,7.0,321.8
2004-06-02,10.6,-1,7.0,326.5
2004-06-03,11,-1,0.0,443.2
2004-06-04,15.4,-1,0.0,328.3
2004-06-05,17.2,-1,5.0,460.4
2004-06-06,11.9,-1,0.0,121.7
2004-06-07,9.1,-1,5.0,129.8
2004-06-08,9.9,-1,1.0,22.4
2004-06-09,10,-1,3.0,447.4
2004-06-10,11.6,-1,0.0,311.3
2004-06-11,12.6,-1,7.0,8.6
2004-06-12,13.8,-1,7.0,11.4
2004-06-13,15.5,-1,7.0,265.8
2004-06-14,10.9,-1,0.0,173.2
2004-06-15,10.2,-1,7.0,402
2004-06-16,9.3,-1,1.0,28.4
2004-06-17,9.9,-1,7.0,211
2004-06-18,10.4,-1,7.0,199.9
2004-06-19,12.6,-1,0.0,324.7
2004-06-20,13.3,-1,7.0,361.3
2004-06-21,14.5,-1,0.0,31.1
2004-06-22,14,-1,3.0,190
2004-06-23,13.6,-1,1.0,-
2004-06-24,14.5,-1,0.0,-
2004-06-25,16.5,-1,7.0,379
2004-06-26,16.5,-1,0.0,233.4
2004-06-27,17.3,-1,0.0,10.1
2004-06-28,17.4,-1,0.0,10.9
2004-06-29,17.2,-1,7.0,112.7
2004-06-30,18.1,-1,5.0,7.5
2004-07-01,15.4,-1,7.0,44
2004-07-02,17.8,-1,7.0,335.1
2004-07-03,18.9,-1,0.0,6.7
2004-07-04,17.1,-1,3.0,294.1
2004-07-05,13.8,-1,0.0,251
2004-07-06,13.4,-1,8.0,302.9
2004-07-07,15.7,-1,5.0,92.2
2004-07-08,14.7,-1,1.0,495
2004-07-09,16.7,-1,0.0,178.9
2004-07-10,18.2,-1,1.0,108.2
2004-07-11,16.4,-1,0.0,133.2
2004-07-12,15.5,-1,7.0,216.7
2004-07-13,17.7,-1,0.0,160.6
2004-07-14,16,-1,0.0,220.7
2004-07-15,15.9,-1,0.0,307.2
2004-07-16,15.2,-1,0.0,385
2004-07-17,17.3,-1,0.0,182.8
2004-07-18,18,-1,3.0,397.4
2004-07-19,19.4,-1,0.0,224.3
2004-07-20,18.3,-1,0.0,292.4
2004-07-21,18.3,-1,1.0,163.1
2004-07-22,18.4,-1,0.0,69.8
2004-07-23,18.7,-1,0.0,162.8
2004-07-24,18.9,-1,,209.4
2004-07-25,19.7,-1,0.0,132.6
2004-07-26,19.1,-1,5.0,149.2
2004-07-27,18.5,-1,5.0,112.3
2004-07-28,17,-1,5.0,13.5
2004-07-29,16.2,-1,8.0,10.6
2004-07-30,17.1,-1,7.0,29.6
2004-07-31,17,-1,7.0,31.9
2004-08-01,18.1,-1,1.0,214.1
2004-08-02,18.6,-1,7.0,176.7
2004-08-03,21.3,-1,0.0,190.4
2004-08-04,21,-1,0.0,331.3
2004-08-05,22,-1,3.0,348.8
2004-08-06,22,-1,5.0,358.7
2004-08-07,22.1,-1,0.0,359.4
2004-08-08,19.6,-1,0.0,216.6
2004-08-09,15.7,-1,3.0,197.8
2004-08-10,17.3,-1,1.0,374.4
2004-08-11,16,-1,1.0,149.9
2004-08-12,13.3,-1,7.0,299.4
2004-08-13,11.3,-1,1.0,221.3
2004-08-14,10.9,-1,7.0,244.5
2004-08-15,10.1,-1,0.0,127.6
2004-08-16,12.5,-1,7.0,301
2004-08-17,12.7,-1,0.0,18.5
2004-08-18,14.3,-1,7.0,85.7
2004-08-19,13.3,-1,0.0,90.1
2004-08-20,14.9,-1,0.0,209.3
2004-08-21,15.7,-1,7.0,143.8
2004-08-22,16.1,-1,1.0,146.2
2004-08-23,13,-1,3.0,245.5
2004-08-24,9.9,-1,5.0,307.3
2004-08-25,10.9,-1,0.0,272.5
2004-08-26,12.2,-1,0.0,5.4
2004-08-27,12.5,-1,0.0,179.7
2004-08-28,14.9,-1,8.0,135.6
2004-08-29,15.1,-1,5.0,323.6
2004-08-30,14.6,-1,1.0,17.4
2004-08-31,16.3,-1,7.0,43.7
2004-09-01,18.6,-1,3.0,63.1
2004-09-02,17.5,-1,1.0,10.3
2004-09-03,15.6,-1,0.0,36.9
2004-09-04,13,-1,1.0,280.3
2004-09-05,14.8,-1,5.0,185.7
2004-09-06,14.8,-1,7.0,80.6
2004-09-07,11.1,-1,0.0,140
2004-09-08,7.9,-1,3.0,262.5
2004-09-09,7.5,-1,0.0,197.3
2004-09-10,13.4,-1,7.0,188.1
2004-09-11,10.8,-1,1.0,272.4
2004-09-12,10.2,-1,0.0,23.1
2004-09-13,10.8,-1,7.0,123.5
2004-09-14,11,-1,0.0,117.6
2004-09-15,12.4,-1,0.0,-
2004-09-16,9.2,-1,5.0,-
2004-09-17,7.8,-1,0.0,24.6
2004-09-18,10.7,-1,7.0,6.3
2004-09-19,11.3,-1,8.0,50.4
2004-09-20,12.1,-1,7.0,284.8
2004-09-21,11.2,-1,5.0,22.8
2004-09-22,11.1,-1,7.0,17.8
2004-09-23,10,-1,,60.4
2004-09-24,9.9,-1,7.0,75.1
2004-09-25,9.9,-1,8.0,68.7
2004-09-26,9.8,-1,8.0,232.8
2004-09-27,10.2,-1,0.0,6.3
2004-09-28,10.5,-1,7.0,27.4
2004-09-29,9.4,-1,7.0,113.3
2004-09-30,8.3,-1,7.0,129.8
2004-10-01,4.6,-1,0.0,271.5
2004-10-02,7.1,-1,1.0,178.1
2004-10-03,6.4,-1,8.0,5.5
2004-10-04,7.1,-1,7.0,192.3
2004-10-05,8.1,-1,3.0,14.4
2004-10-06,9.8,-1,7.0,8.4
2004-10-07,8.4,-1,0.0,173.9
2004-10-08,6.1,-1,7.0,63.9
2004-10-09,1.9,-1,7.0,216.5
2004-10-10,0.1,-1,0.0,254.7
2004-10-11,0.8,-1,8.0,130.9
2004-10-12,4.3,-1,0.0,256.1
2004-10-13,4.5,-1,0.0,-
2004-10-14,4.5,-1,0.0,-
2004-10-15,2.3,-1,7.0,166.4
2004-10-16,3.2,-1,7.0,79.2
2004-10-17,3.2,-1,0.0,5
2004-10-18,5.3,-1,7.0,4.4
2004-10-19,3.1,-1,8.0,4.3
2004-10-20,1.7,-1,7.0,14.3
2004-10-21,1.8,-1,7.0,4.5
2004-10-22,5.3,-1,7.0,17.8
2004-10-23,6.1,-1,7.0,20.7
2004-10-24,4.4,-1,5.0,22.2
2004-10-25,4.1,-1,8.0,153.3
2004-10-26,5,-1,5.0,5
2004-10-27,5.8,-1,7.0,18.9
2004-10-28,3.3,-1,7.0,210
2004-10-29,-0.3,-1,0.0,101
2004-10-30,-2.8,-1,9.0,19.8
2004-10-31,-1.6,-1,0.0,4
2004-11-01,2.4,1,7.0,173.9
2004-11-02,1.9,0,0.0,163.1
2004-11-03,4.8,0,0.0,38.3
2004-11-04,3.8,-1,0.0,4.2
2004-11-05,6,-1,7.0,19.5
2004-11-06,4.3,-1,8.0,34.1
2004-11-07,1.2,-1,8.0,4.5
2004-11-08,4.3,-1,7.0,11.6
2004-11-09,5.8,-1,7.0,5.9
2004-11-10,2.8,-1,8.0,4
2004-11-11,3.7,-1,7.0,4.2
2004-11-12,5.8,-1,7.0,3.9
2004-11-13,1.8,-1,1.0,71.7
2004-11-14,-0.4,-1,7.0,113.7
2004-11-15,1.7,2,0.0,4.1
2004-11-16,-2.1,1,1.0,24.4
2004-11-17,-4.6,1,7.0,9.5
2004-11-18,-5.2,2,8.0,4.4
2004-11-19,-6.9,5,7.0,66.6
2004-11-20,-6,5,7.0,7.6
2004-11-21,-12.2,4,7.0,66.7
2004-11-22,-9,4,7.0,7.1
2004-11-23,-7.1,4,7.0,4.3
2004-11-24,-7.1,4,7.0,107.3
2004-11-25,-3.8,6,3.0,32.1
2004-11-26,-4.2,5,5.0,33.3
2004-11-27,-8.9,5,8.0,107
2004-11-28,-14.2,4,5.0,27.9
2004-11-29,-14.2,4,8.0,3.9
2004-11-30,-6.6,5,8.0,4
2004-12-01,-0.6,11,7.0,3.9
2004-12-02,-3.8,12,7.0,3.7
2004-12-03,-16.4,12,0.0,39.6
2004-12-04,-13.5,12,0.0,4.6
2004-12-05,-1.8,15,8.0,3.9
2004-12-06,-2.8,16,9.0,4.2
2004-12-07,-3.6,16,9.0,3.9
2004-12-08,-0.2,23,7.0,3.9
2004-12-09,-5.7,23,7.0,61.3
2004-12-10,-3.1,23,9.0,42
2004-12-11,-0.5,23,8.0,3.9
2004-12-12,-6.9,31,8.0,64.4
2004-12-13,-15.1,31,7.0,10.6
2004-12-14,-5.3,32,7.0,3.8
2004-12-15,1.8,21,7.0,3.7
2004-12-16,-0.2,20,9.0,5.1
2004-12-17,1.8,19,8.0,3.8
2004-12-18,1.3,18,7.0,4.2
2004-12-19,0.3,16,,3.7
2004-12-20,-3.2,15,7.0,11.9
2004-12-21,-5.7,16,7.0,47.8
2004-12-22,-4.6,16,0.0,3.6
2004-12-23,-2.7,16,7.0,30.9
2004-12-24,-4.6,19,7.0,55.7
2004-12-25,-9.1,19,0.0,4
2004-12-26,-6.2,19,3.0,3.8
2004-12-27,-3.5,19,8.0,85.3
2004-12-28,-7.6,19,1.0,4.7
2004-12-29,-4.2,19,8.0,3.8
2004-12-30,-0.5,19,8.0,3.7
2004-12-31,-0.2,20,7.0,77.2
2004-08-09,15.7,-1,3.0,197.8
2004-08-10,17.3,-1,1.0,374.4
2004-08-11,16,-1,1.0,149.9
2004-08-12,13.3,-1,7.0,299.4
2004-08-13,11.3,-1,1.0,221.3
2004-08-14,10.9,-1,7.0,244.5
2004-08-15,10.1,-1,0.0,127.6
2004-08-16,12.5,-1,7.0,301
2004-08-17,12.7,-1,0.0,18.5
2004-08-18,14.3,-1,7.0,85.7
2004-08-19,13.3,-1,0.0,90.1
2004-08-20,14.9,-1,0.0,209.3
2004-08-21,15.7,-1,7.0,143.8
2004-08-22,16.1,-1,1.0,146.2
2004-08-23,13,-1,3.0,245.5
2004-08-24,9.9,-1,5.0,307.3
2004-08-25,10.9,-1,0.0,272.5
2004-08-26,12.2,-1,0.0,5.4
2004-08-27,12.5,-1,0.0,179.7
2004-08-28,14.9,-1,8.0,135.6
2004-08-29,15.1,-1,5.0,323.6
2004-08-30,14.6,-1,1.0,17.4
2004-08-31,16.3,-1,7.0,43.7
2004-09-01,18.6,-1,3.0,63.1
2004-09-02,17.5,-1,1.0,10.3
2004-09-03,15.6,-1,0.0,36.9
2004-09-04,13,-1,1.0,280.3
2004-09-05,14.8,-1,5.0,185.7
2004-09-06,14.8,-1,7.0,80.6
2004-09-07,11.1,-1,0.0,140
2004-09-08,7.9,-1,3.0,262.5
2004-09-09,7.5,-1,0.0,197.3
2004-09-10,13.4,-1,7.0,188.1
2004-09-11,10.8,-1,1.0,272.4
2004-09-12,10.2,-1,0.0,23.1
2004-09-13,10.8,-1,7.0,123.5
2004-09-14,11,-1,0.0,117.6
2004-09-15,12.4,-1,0.0,-
2004-09-16,9.2,-1,5.0,-
2004-09-17,7.8,-1,0.0,24.6
2004-09-18,10.7,-1,7.0,6.3
2004-09-19,11.3,-1,8.0,50.4
2004-09-20,12.1,-1,7.0,284.8
2004-09-21,11.2,-1,5.0,22.8
2004-09-22,11.1,-1,7.0,17.8
2004-09-23,10,-1,,60.4
2004-09-24,9.9,-1,7.0,75.1
2004-09-25,9.9,-1,8.0,68.7
2004-09-26,9.8,-1,8.0,232.8
2004-09-27,10.2,-1,0.0,6.3
2004-09-28,10.5,-1,7.0,27.4
2004-09-29,9.4,-1,7.0,113.3
2004-09-30,8.3,-1,7.0,129.8
2004-10-01,4.6,-1,0.0,271.5
2004-10-02,7.1,-1,1.0,178.1
2004-10-03,6.4,-1,8.0,5.5
2004-10-04,7.1,-1,7.0,192.3
2004-10-05,8.1,-1,3.0,14.4
2004-10-06,9.8,-1,7.0,8.4
2004-10-07,8.4,-1,0.0,173.9
2004-10-08,6.1,-1,7.0,63.9
2004-10-09,1.9,-1,7.0,216.5
2004-10-10,0.1,-1,0.0,254.7
2004-10-11,0.8,-1,8.0,130.9
2004-10-12,4.3,-1,0.0,256.1
2004-10-13,4.5,-1,0.0,-
2004-10-14,4.5,-1,0.0,-
2004-10-15,2.3,-1,7.0,166.4
2004-10-16,3.2,-1,7.0,79.2
2004-10-17,3.2,-1,0.0,5
2004-10-18,5.3,-1,7.0,4.4
2004-10-19,3.1,-1,8.0,4.3
2004-10-20,1.7,-1,7.0,14.3
2004-10-21,1.8,-1,7.0,4.5
2004-10-22,5.3,-1,7.0,17.8
2004-10-23,6.1,-1,7.0,20.7
2004-10-24,4.4,-1,5.0,22.2
2004-10-25,4.1,-1,8.0,153.3
2004-10-26,5,-1,5.0,5
2004-10-27,5.8,-1,7.0,18.9
2004-10-28,3.3,-1,7.0,210
2004-10-29,-0.3,-1,0.0,101
2004-10-30,-2.8,-1,9.0,19.8
2004-10-31,-1.6,-1,0.0,4
2004-11-01,2.4,1,7.0,173.9
2004-11-02,1.9,0,0.0,163.1
2004-11-03,4.8,0,0.0,38.3
2004-11-04,3.8,-1,0.0,4.2
2004-11-05,6,-1,7.0,19.5
2004-11-06,4.3,-1,8.0,34.1
2004-11-07,1.2,-1,8.0,4.5
2004-11-08,4.3,-1,7.0,11.6
2004-11-09,5.8,-1,7.0,5.9
2004-11-10,2.8,-1,8.0,4
2004-11-11,3.7,-1,7.0,4.2
2004-11-12,5.8,-1,7.0,3.9
2004-11-13,1.8,-1,1.0,71.7
2004-11-14,-0.4,-1,7.0,113.7
2004-11-15,1.7,2,0.0,4.1
2004-11-16,-2.1,1,1.0,24.4
2004-11-17,-4.6,1,7.0,9.5
2004-11-18,-5.2,2,8.0,4.4
2004-11-19,-6.9,5,7.0,66.6
2004-11-20,-6,5,7.0,7.6
2004-11-21,-12.2,4,7.0,66.7
2004-11-22,-9,4,7.0,7.1
2004-11-23,-7.1,4,7.0,4.3
2004-11-24,-7.1,4,7.0,107.3
2004-11-25,-3.8,6,3.0,32.1
2004-11-26,-4.2,5,5.0,33.3
2004-11-27,-8.9,5,8.0,107
2004-11-28,-14.2,4,5.0,27.9
2004-11-29,-14.2,4,8.0,3.9
2004-11-30,-6.6,5,8.0,4
2004-12-01,-0.6,11,7.0,3.9
2004-12-02,-3.8,12,7.0,3.7
2004-12-03,-16.4,12,0.0,39.6
2004-12-04,-13.5,12,0.0,4.6
2004-12-05,-1.8,15,8.0,3.9
2004-12-06,-2.8,16,9.0,4.2
2004-12-07,-3.6,16,9.0,3.9
2004-12-08,-0.2,23,7.0,3.9
2021-01-10,-15.7,-,3.0,0.7
2021-01-11,-10.8,-,8.0,0.1
2021-01-12,-12.6,-,8.0,0.0
2021-01-13,-19.3,-,8.0,-0.1
2021-01-14,-24.4,-,0.0,34.8
2021-01-15,-21.7,-,0.0,92.5
2021-01-16,-17.4,-,7.0,80.9
2021-01-17,-5,-,8.0,3.3
2021-01-18,-5.5,-,8.0,1.6
2021-01-19,-3.5,-,8.0,0.4
2021-01-20,-5.4,-,8.0,23.8
2021-01-21,-10.1,-,8.0,0.2
2021-01-22,-10.4,-,8.0,0.4
2021-01-23,-3.1,-,8.0,0.3
2021-01-24,0.6,-,7.0,0.2
2021-01-25,0.4,-,9.0,0.3
2021-01-26,0.3,-,8.0,0.2
2021-01-27,-0.4,-,8.0,0.5
2021-01-28,-1.7,-,8.0,0.7
2021-01-29,-2.7,-,8.0,1.6
2021-01-30,-5.8,-,8.0,1.0
2021-01-31,-5.2,-,8.0,21.4
2021-02-01,-10.4,-,8.0,6.3
2021-02-02,-19.4,-,0.0,0.6
2021-02-03,-16.6,-,8.0,108.1
2021-02-04,-14.4,-,0.0,164.9
2021-02-05,-16,-,7.0,167.7
2021-02-06,-12.9,-,3.0,46.1
2021-02-07,-8.7,-,8.0,3.4
2021-02-08,-10.9,-,7.0,43.8
2021-02-09,-14,-,8.0,0.7
2021-02-10,-17.8,-,7.0,55.0
2021-02-11,-18.9,-,8.0,208.4
2021-02-12,-12.6,-,8.0,87.6
2021-02-13,-9.9,-,0.0,1.4
2021-02-14,-11.9,-,8.0,178.0
2021-02-15,-9.8,-,8.0,147.9
2021-02-16,-11.5,-,8.0,108.2
2021-02-17,-22.8,-,0.0,234.3
2021-02-18,-22.6,-,0.0,156.4
2021-02-19,-12.3,-,8.0,2.4
2021-02-20,-11.2,-,8.0,0.6
2021-02-21,-13,-,8.0,0.5
2021-02-22,-16.2,-,8.0,0.6
2021-02-23,-15.6,-,0.0,0.6
2021-02-24,-10.4,-,8.0,0.8
2021-02-25,0.9,-,8.0,0.5
2021-02-26,1.7,-,8.0,7.2
2021-02-27,-0.3,-,7.0,277.0
2021-02-28,1.8,-,8.0,261.2
2021-03-01,3.4,-,0.0,8.1
2021-03-02,0.9,-,0.0,277.8
2021-03-03,-0.8,-,0.0,191.5
2021-03-04,-5.7,-,0.0,240.4
2021-03-05,-8.6,-,7.0,282.9
2021-03-06,-7.3,-,0.0,6.2
2021-03-07,-7.9,-,0.0,24.4
2021-03-08,-13.5,-,0.0,255.7
2021-03-09,-19.2,-,6.0,0.2
2021-03-10,-21.1,-,0.0,284.2
2021-03-11,-15.1,-,0.0,2.4
2021-03-12,-7.5,-,0.0,0.3
2021-03-13,-3.5,-,8.0,0.9
2021-03-14,0.1,-,8.0,0.7
2021-03-15,0.9,-,8.0,0.6
2021-03-16,0.5,-,7.0,11.1
2021-03-17,-1.9,-,8.0,3.7
2021-03-18,-5.9,-,7.0,156.6
2021-03-19,-9.2,-,4.0,244.4
2021-03-20,-3.8,-,7.0,0.6
2021-03-21,-0.4,-,8.0,99.2
2021-03-22,-5.3,-,7.0,360.5
2021-03-23,-1.7,-,0.0,130.2
2021-03-24,5.3,-,7.0,72.7
2021-03-25,2.7,-,5.0,237.5
2021-03-26,1.2,-,0.0,165.7
2021-03-27,1.4,-,0.0,158.3
2021-03-28,4.4,-,6.0,92.6
2021-03-29,1.9,-,0.0,0.2
2021-03-30,5.4,-,8.0,25.6
2021-03-31,3.9,-,0.0,69.8
2021-04-01,2.7,-,0.0,365.3
2021-04-02,1,-,7.0,61.7
2021-04-03,1.4,-,1.0,160.7
2021-04-04,3.4,-,0.0,157.0
2021-04-05,2.1,-,7.0,2.6
2021-04-06,-0.1,-,8.0,149.1
2021-04-07,1.7,-,8.0,45.5
2021-04-08,0.9,-,7.0,361.6
2021-04-09,-0.3,-,0.0,0.8
2019-11-10,0.7,-,8.0,0.6
2019-11-11,-1.1,-,8.0,0.7
2019-11-12,-3.3,-,8.0,0.9
2019-11-13,0.9,-,8.0,0.8
2019-11-14,4.6,-,8.0,0.7
2019-11-15,1.4,-,8.0,66.0
2019-11-16,-1.2,-,8.0,0.4
2019-11-17,0.2,-,8.0,0.2
2019-11-18,3.9,-,8.0,0.2
2019-11-19,4.4,-,8.0,0.0
2019-11-20,3.6,-,8.0,0.1
2019-11-21,2.9,-,8.0,0.0
2019-11-22,1.1,-,8.0,0.0
2019-11-23,-2.3,-,8.0,2.8
2019-11-24,-3.4,-,0.0,0.3
2019-11-25,-1.9,-,8.0,0.5
2019-11-26,-0.5,-,8.0,0.4
2019-11-27,-1.1,-,8.0,0.7
2019-11-28,0.1,-,8.0,0.7
2019-11-29,0.2,-,8.0,0.5
2019-11-30,-4.6,-,8.0,70.6
2019-12-01,-4.1,-,0.0,48.5
2019-12-02,-3.2,-,8.0,78.4
2019-12-03,-4.3,-,1.0,79.8
2019-12-04,1.5,-,8.0,6.2
2019-12-05,3.1,-,8.0,0.1
2019-12-06,1.8,-,8.0,0.4
2019-12-07,0.8,-,8.0,0.5
2019-12-08,-0.6,-,8.0,22.9
2019-12-09,0.2,-,8.0,12.5
2019-12-10,-4.7,-,8.0,25.9
2019-12-11,-2.5,-,8.0,1.3
2019-12-12,-0.3,-,8.0,0.5
2019-12-13,0.2,-,8.0,0.3
2019-12-14,0.5,-,8.0,0.1
2019-12-15,0.3,-,8.0,0.9
2019-12-16,-0.1,-,8.0,0.8
2019-12-17,0.1,-,8.0,15.1
2019-12-18,-1.2,-,8.0,0.8
2019-12-19,-2.2,-,8.0,52.3
2019-12-20,-0.5,-,8.0,0.3
2019-12-21,0.4,-,8.0,0.2
2019-12-22,0.2,-,8.0,0.5
2019-12-23,0.6,-,8.0,0.3
2019-12-24,0,-,8.0,0.4
2019-12-25,-1.4,-,8.0,1.0
2019-12-26,-2.1,-,8.0,0.4
2019-12-27,-7,-,8.0,27.6
2019-12-28,-11.6,-,0.0,83.0
2019-12-29,-3.3,-,7.0,0.8
2019-12-30,3,-,8.0,0.7
2019-12-31,-2.1,-,8.0,6.5
2020-01-01,-1.2,-,0.0,8.2
2020-01-02,3.7,-,7.0,15.1
2020-01-03,2.9,-,0.0,-0.1
2020-01-04,-1.2,-,7.0,57.4
2020-01-05,-6.4,-,7.0,83.3
2020-01-06,-1.5,-,7.0,0.7
2020-01-07,1.4,-,8.0,0.7
2020-01-08,3.1,-,8.0,0.6
2020-01-09,0.6,-,0.0,88.3
2020-01-10,-2.5,-,0.0,76.5
2020-01-11,-2.7,-,0.0,27.6
2020-01-12,1.5,-,8.0,0.7
2020-01-13,-1,-,7.0,4.9
2020-01-14,0.8,-,7.0,0.4
2020-01-15,3,-,8.0,0.7
2020-01-16,2.1,-,2.0,1.6
2020-01-17,1.7,-,8.0,0.1
2020-01-18,1.8,-,8.0,0.3
2020-01-19,0.3,-,8.0,4.5
2020-01-20,0.2,-,8.0,3.4
2020-01-21,3.4,-,7.0,64.7
2020-01-22,-2,-,1.0,76.7
2020-01-23,-3.5,-,0.0,52.0
2020-01-24,-0.4,-,8.0,6.1
2020-01-25,-2.2,-,7.0,95.3
2020-01-26,-7.1,-,8.0,13.8
2020-01-27,-11.7,-,0.0,0.5
2020-01-28,-6.8,-,8.0,0.8
2020-01-29,-3.2,-,8.0,0.6
2020-01-30,-3.7,-,8.0,0.7
2020-01-31,-6,-,8.0,0.7
2020-02-01,-5,-,8.0,0.6
2020-02-02,-0.8,-,8.0,3.5
2020-02-03,-5.2,-,8.0,124.5
2020-02-04,-10.5,-,6.0,186.0
2020-02-05,-6.1,-,8.0,52.4
2020-02-06,-8.1,-,3.0,194.6
2020-02-07,-9.3,-,0.0,65.9
2020-02-08,-3,-,8.0,0.6
2020-02-09,0.8,-,8.0,0.6
2021-11-10,4.3,-,8.0,0.2
2021-11-11,3.5,-,8.0,79.8
2021-11-12,2.5,-,8.0,13.0
2021-11-13,0.4,-,8.0,2.7
2021-11-14,-0.5,-,8.0,156.5
2021-11-15,-1.2,-,0.0,5.4
2021-11-16,3.8,-,8.0,0.0
2021-11-17,3.9,-,8.0,0.0
2021-11-18,2.7,-,8.0,3.6
2021-11-19,1,-,8.0,0.6
2021-11-20,0.7,-,8.0,39.8
2021-11-21,-2.8,-,7.0,3.2
2021-11-22,-5.5,-,0.0,95.7
2021-11-23,-3.7,-,8.0,0.6
2021-11-24,-2.3,-,8.0,47.2
2021-11-25,-4.7,-,8.0,0.9
2021-11-26,-9.3,-,8.0,37.8
2021-11-27,-8.7,-,7.0,25.9
2021-11-28,-13.3,-,8.0,1.0
2021-11-29,-13.3,-,8.0,0.9
2021-11-30,-8.2,-,7.0,65.7
2021-12-01,-9.4,-,8.0,11.9
2021-12-02,-13.6,-,8.0,11.1
2021-12-03,-8.4,-,8.0,-0.5
2021-12-04,-14.2,-,1.0,-1.0
2021-12-05,-17.5,-,0.0,93.3
2021-12-06,-9,-,8.0,1.0
2021-12-07,-12.2,-,8.0,46.7
2021-12-08,-18.9,-,1.0,33.0
2021-12-09,-17,-,8.0,0.5
2021-12-10,-11.3,-,8.0,0.1
2021-12-11,-4.9,-,8.0,0.0
2021-12-12,-3.5,-,8.0,0.8
2021-12-13,-2.1,-,8.0,0.5
2021-12-14,0.2,-,8.0,0.3
2021-12-15,-0.6,-,8.0,0.4
2021-12-16,0.1,-,1.0,15.8
2021-12-17,-2.3,-,7.0,80.6
2021-12-18,-0.2,-,8.0,0.5
2021-12-19,-4.5,-,8.0,-0.4
2021-12-20,-14.6,-,4.0,61.7
2021-12-21,-17.3,-,0.0,77.0
2021-12-22,-14.2,-,8.0,-0.6
