Date,Average temperature [°C],Snow depth [cm],Cloud cover [1/8],Direct solar radiation mean [W/m2]
2004-08-11,17.1,-1,,149.9
2004-08-12,14.1,-1,,299.4
2004-08-13,12.3,-1,,221.3
2004-08-14,10.2,-1,,244.5
2004-08-15,10.1,-1,,127.6
2004-08-16,13.5,-1,,301
2004-08-17,14.2,-1,,18.5
2004-08-18,14.2,-1,,85.7
2004-08-19,13.9,-1,,90.1
2004-08-20,18.8,-1,,209.3
2004-08-21,16.6,-1,,143.8
2004-08-22,15.6,-1,,146.2
2004-08-23,11.7,-1,,245.5
2004-08-24,10.6,-1,,307.3
2004-08-25,10.2,-1,,272.5
2004-08-26,12.1,-1,,5.4
2004-08-27,13.5,-1,,179.7
2004-08-28,15.2,-1,,135.6
2004-08-29,14.9,-1,,323.6
2004-08-30,12.7,-1,,17.4
2004-08-31,16.4,-1,,43.7
2004-09-01,15.1,-1,,63.1
2004-09-02,13.4,-1,,10.3
2004-09-03,18.7,-1,,36.9
2004-09-04,15.3,-1,,280.3
2004-09-05,14.5,-1,,185.7
2004-09-06,14.7,-1,,80.6
2004-09-07,10.4,-1,,140
2004-09-08,8.7,-1,,262.5
2004-09-09,7.8,-1,,197.3
2004-09-10,13.3,-1,,188.1
2004-09-11,12.2,-1,,272.4
2004-09-12,13.4,-1,,23.1
2004-09-13,13.6,-1,,123.5
2004-09-14,13.7,-1,,117.6
2004-09-15,13.1,-1,,-
2004-09-16,9.4,-1,,-
2004-09-17,7.8,-1,,24.6
2004-09-18,12.0,-1,,6.3
2004-09-19,12.3,-1,,50.4
2004-09-20,12.2,-1,,284.8
2004-09-21,11.4,-1,,22.8
2004-09-22,10.4,-1,,17.8
2004-09-23,9.6,-1,,60.4
2004-09-24,8.9,-1,,75.1
2004-09-25,9.8,-1,,68.7
2004-09-26,11.0,-1,,232.8
2004-09-27,10.8,-1,,6.3
2004-09-28,10.7,-1,,27.4
2004-09-29,9.5,-1,,113.3
2004-09-30,7.2,-1,,129.8
2004-10-01,4.7,-1,,271.5
2004-10-02,5.2,-1,,178.1
2004-10-03,6.6,-1,,5.5
2004-10-04,6.6,-1,,192.3
2004-10-05,9.6,-1,,14.4
2004-10-06,10.7,-1,,8.4
2004-10-07,9.1,-1,,173.9
2004-10-08,8.0,-1,,63.9
2004-10-09,2.7,-1,,216.5
2004-10-10,1.0,1,,254.7
2004-10-11,0.0,0,,130.9
2004-10-12,0.0,-1,,256.1
2004-10-13,0.1,-1,,-
2004-10-14,0.8,-1,,-
2004-10-15,1.1,-1,,166.4
2004-10-16,5.0,-1,,79.2
2004-10-17,5.8,-1,,5
2004-10-18,6.7,-1,,4.4
2004-10-19,4.2,-1,,4.3
2004-10-20,3.5,-1,,14.3
2004-10-21,2.9,-1,,4.5
2004-10-22,7.0,-1,,17.8
2004-10-23,7.1,-1,,20.7
2004-10-24,5.8,-1,,22.2
2004-10-25,4.2,-1,,153.3
2004-10-26,8.4,-1,,5
2004-10-27,6.0,-1,,18.9
2004-10-28,1.8,-1,,210
2004-10-29,-0.8,-1,,101
2004-10-30,0.5,-1,,19.8
2004-10-31,-0.5,-1,,4
2004-11-01,3.2,-1,,173.9
2004-11-02,1.5,-1,,163.1
2004-11-03,3.3,-1,,38.3
2004-11-04,5.3,-1,,4.2
2004-11-05,5.9,-1,,19.5
2004-11-06,3.5,-1,,34.1
2004-11-07,3.6,-1,,4.5
2004-11-08,3.8,-1,,11.6
2004-11-09,4.8,-1,,5.9
2004-11-10,1.3,-1,,4
2004-11-11,4.0,-1,,4.2
2004-11-12,7.1,-1,,3.9
2004-11-13,2.3,-1,,71.7
2004-11-14,-0.3,-1,,113.7
2004-11-15,2.8,-1,,4.1
2004-11-16,-0.5,-1,,24.4
2004-11-17,-4.3,0,,9.5
2004-11-18,-5.5,0,,4.4
2004-11-19,-9.2,2,,66.6
2004-11-20,-8.1,2,,7.6
2004-11-21,-6.3,4,,66.7
2004-11-22,-9.3,4,,7.1
2004-11-23,-5.8,4,,4.3
2004-11-24,-8.2,4,,107.3
2004-11-25,-2.8,6,,32.1
2004-11-26,-4.8,6,,33.3
2004-11-27,-6.5,6,,107
2004-11-28,-8.9,6,,27.9
2004-11-29,-5.1,13,,3.9
2004-11-30,-3.4,17,,4
2004-12-01,1.2,18,,3.9
2004-12-02,0.3,13,,3.7
2004-12-03,-7.5,13,,39.6
2004-12-04,-10.6,13,,4.6
2004-12-05,1.2,20,,3.9
2004-12-06,0.7,17,,4.2
2004-12-07,0.8,15,,3.9
2004-12-08,0.8,13,,3.9
2004-12-09,-1.1,11,,61.3
2004-12-10,-1.4,11,,42
2004-12-11,1.0,11,,3.9
2004-12-12,-0.3,11,,64.4
2004-12-13,-7.3,11,,10.6
2004-12-14,0.8,11,,3.8
2004-12-15,3.6,6,,3.7
2004-12-16,2.2,-1,,5.1
2004-12-17,2.7,-1,,3.8
2004-12-18,2.1,-1,,4.2
2004-12-19,0.5,-1,,3.7
2004-12-20,-3.6,12,,11.9
2004-12-21,-8.2,11,,47.8
2004-12-22,-4.0,10,,3.6
2004-12-23,-2.6,13,,30.9
2004-12-24,-5.7,21,,55.7
2004-12-25,-10.7,20,,4
2004-12-26,-2.5,23,,3.8
2004-12-27,-5.3,23,,85.3
2004-12-28,-4.1,23,,4.7
2004-12-29,-1.0,23,,3.8
2004-12-30,0.0,21,,3.7
2004-12-31,0.2,15,,77.2
2004-08-09,17.9,-1,,197.8
2004-08-10,17.6,-1,,374.4
2004-08-11,17.1,-1,,149.9
2004-08-12,14.1,-1,,299.4
2004-08-13,12.3,-1,,221.3
2004-08-14,10.2,-1,,244.5
2004-08-15,10.1,-1,,127.6
2004-08-16,13.5,-1,,301
2004-08-17,14.2,-1,,18.5
2004-08-18,14.2,-1,,85.7
2004-08-19,13.9,-1,,90.1
2004-08-20,18.8,-1,,209.3
2004-08-21,16.6,-1,,143.8
2004-08-22,15.6,-1,,146.2
2004-08-23,11.7,-1,,245.5
2004-08-24,10.6,-1,,307.3
2004-08-25,10.2,-1,,272.5
2004-08-26,12.1,-1,,5.4
2004-08-27,13.5,-1,,179.7
2004-08-28,15.2,-1,,135.6
2004-08-29,14.9,-1,,323.6
2004-08-30,12.7,-1,,17.4
2004-08-31,16.4,-1,,43.7
2004-09-01,15.1,-1,,63.1
2004-09-02,13.4,-1,,10.3
2004-09-03,18.7,-1,,36.9
2004-09-04,15.3,-1,,280.3
2004-09-05,14.5,-1,,185.7
2004-09-06,14.7,-1,,80.6
2004-09-07,10.4,-1,,140
2004-09-08,8.7,-1,,262.5
2004-09-09,7.8,-1,,197.3
2004-09-10,13.3,-1,,188.1
2004-09-11,12.2,-1,,272.4
2004-09-12,13.4,-1,,23.1
2004-09-13,13.6,-1,,123.5
2004-09-14,13.7,-1,,117.6
2004-09-15,13.1,-1,,-
2004-09-16,9.4,-1,,-
2004-09-17,7.8,-1,,24.6
2004-09-18,12.0,-1,,6.3
2004-09-19,12.3,-1,,50.4
2004-09-20,12.2,-1,,284.8
2004-09-21,11.4,-1,,22.8
2004-09-22,10.4,-1,,17.8
2004-09-23,9.6,-1,,60.4
2004-09-24,8.9,-1,,75.1
2004-09-25,9.8,-1,,68.7
2004-09-26,11.0,-1,,232.8
2004-09-27,10.8,-1,,6.3
2004-09-28,10.7,-1,,27.4
2004-09-29,9.5,-1,,113.3
2004-09-30,7.2,-1,,129.8
2004-10-01,4.7,-1,,271.5
2004-10-02,5.2,-1,,178.1
2004-10-03,6.6,-1,,5.5
2004-10-04,6.6,-1,,192.3
2004-10-05,9.6,-1,,14.4
2004-10-06,10.7,-1,,8.4
2004-10-07,9.1,-1,,173.9
2004-10-08,8.0,-1,,63.9
2004-10-09,2.7,-1,,216.5
2004-10-10,1.0,1,,254.7
2004-10-11,0.0,0,,130.9
2004-10-12,0.0,-1,,256.1
2004-10-13,0.1,-1,,-
2004-10-14,0.8,-1,,-
2004-10-15,1.1,-1,,166.4
2004-10-16,5.0,-1,,79.2
2004-10-17,5.8,-1,,5
2004-10-18,6.7,-1,,4.4
2004-10-19,4.2,-1,,4.3
2004-10-20,3.5,-1,,14.3
2004-10-21,2.9,-1,,4.5
2004-10-22,7.0,-1,,17.8
2004-10-23,7.1,-1,,20.7
2004-10-24,5.8,-1,,22.2
2004-10-25,4.2,-1,,153.3
2004-10-26,8.4,-1,,5
2004-10-27,6.0,-1,,18.9
2004-10-28,1.8,-1,,210
2004-10-29,-0.8,-1,,101
2004-10-30,0.5,-1,,19.8
2004-10-31,-0.5,-1,,4
2004-11-01,3.2,-1,,173.9
2004-11-02,1.5,-1,,163.1
2004-11-03,3.3,-1,,38.3
2004-11-04,5.3,-1,,4.2
2004-11-05,5.9,-1,,19.5
2004-11-06,3.5,-1,,34.1
2004-11-07,3.6,-1,,4.5
2004-11-08,3.8,-1,,11.6
2004-11-09,4.8,-1,,5.9
2004-11-10,1.3,-1,,4
2004-11-11,4.0,-1,,4.2
2004-11-12,7.1,-1,,3.9
2004-11-13,2.3,-1,,71.7
2004-11-14,-0.3,-1,,113.7
2004-11-15,2.8,-1,,4.1
2004-11-16,-0.5,-1,,24.4
2004-11-17,-4.3,0,,9.5
2004-11-18,-5.5,0,,4.4
2004-11-19,-9.2,2,,66.6
2004-11-20,-8.1,2,,7.6
2004-11-21,-6.3,4,,66.7
2004-11-22,-9.3,4,,7.1
2004-11-23,-5.8,4,,4.3
2004-11-24,-8.2,4,,107.3
2004-11-25,-2.8,6,,32.1
2004-11-26,-4.8,6,,33.3
2004-11-27,-6.5,6,,107
2004-11-28,-8.9,6,,27.9
2004-11-29,-5.1,13,,3.9
2004-11-30,-3.4,17,,4
2004-12-01,1.2,18,,3.9
2004-12-02,0.3,13,,3.7
2004-12-03,-7.5,13,,39.6
2004-12-04,-10.6,13,,4.6
2004-12-05,1.2,20,,3.9
2004-12-06,0.7,17,,4.2
2004-12-07,0.8,15,,3.9
2004-12-08,0.8,13,,3.9
2021-01-10,-7.7,14,8.0,0.7
2021-01-11,-2.1,19,8.0,0.1
2021-01-12,-5.4,20,8.0,0.0
2021-01-13,-9.5,27,7.0,-0.1
2021-01-14,-18.6,26,8.0,34.8
2021-01-15,-19.4,25,0.0,92.5
2021-01-16,-17.0,24,8.0,80.9
2021-01-17,-9.5,23,6.0,3.3
2021-01-18,-9.0,23,8.0,1.6
2021-01-19,-1.9,23,8.0,0.4
2021-01-20,-4.2,25,8.0,23.8
2021-01-21,-7.3,25,8.0,0.2
2021-01-22,-1.9,29,8.0,0.4
2021-01-23,1.9,27,8.0,0.3
2021-01-24,1.0,23,7.0,0.2
2021-01-25,0.4,25,9.0,0.3
2021-01-26,0.2,24,8.0,0.2
2021-01-27,-0.2,29,8.0,0.5
2021-01-28,-4.0,30,8.0,0.7
2021-01-29,-4.8,29,8.0,1.6
2021-01-30,-6.3,33,8.0,1.0
2021-01-31,-6.6,34,8.0,21.4
2021-02-01,-9.5,33,8.0,6.3
2021-02-02,-8.9,32,7.0,0.6
2021-02-03,-10.0,37,8.0,108.1
2021-02-04,-14.2,38,0.0,164.9
2021-02-05,-15.3,36,2.0,167.7
2021-02-06,-12.8,36,2.0,46.1
2021-02-07,-7.9,36,8.0,3.4
2021-02-08,-9.3,36,8.0,43.8
2021-02-09,-12.5,36,8.0,0.7
2021-02-10,-14.9,35,8.0,55.0
2021-02-11,-17.2,35,8.0,208.4
2021-02-12,-13.1,35,0.0,87.6
2021-02-13,-5.2,34,7.0,1.4
2021-02-14,-8.3,35,8.0,178.0
2021-02-15,-8.9,35,2.0,147.9
2021-02-16,-7.8,35,6.0,108.2
2021-02-17,-17.0,35,0.0,234.3
2021-02-18,-17.6,35,0.0,156.4
2021-02-19,-8.4,35,8.0,2.4
2021-02-20,-6.9,36,8.0,0.6
2021-02-21,-3.5,45,8.0,0.5
2021-02-22,-9.9,46,8.0,0.6
2021-02-23,-11.4,45,8.0,0.6
2021-02-24,-4.5,46,8.0,0.8
2021-02-25,3.4,45,8.0,0.5
2021-02-26,2.8,41,8.0,7.2
2021-02-27,1.3,36,0.0,277.0
2021-02-28,3.8,36,8.0,261.2
2021-03-01,3.1,35,0.0,8.1
2021-03-02,2.4,34,6.0,277.8
2021-03-03,1.2,33,0.0,191.5
2021-03-04,-3.1,32,0.0,240.4
2021-03-05,-5.9,31,5.0,282.9
2021-03-06,-4.5,31,0.0,6.2
2021-03-07,-6.4,36,2.0,24.4
2021-03-08,-9.5,42,8.0,255.7
2021-03-09,-11.4,41,7.0,0.2
2021-03-10,-14.0,41,0.0,284.2
2021-03-11,-7.7,41,0.0,2.4
2021-03-12,-3.1,40,7.0,0.3
2021-03-13,-0.1,41,8.0,0.9
2021-03-14,0.8,37,8.0,0.7
2021-03-15,0.7,40,8.0,0.6
2021-03-16,0.1,39,8.0,11.1
2021-03-17,-0.2,38,8.0,3.7
2021-03-18,-3.8,39,8.0,156.6
2021-03-19,-7.0,38,0.0,244.4
2021-03-20,-4.0,38,7.0,0.6
2021-03-21,0.3,41,8.0,99.2
2021-03-22,-3.2,40,0.0,360.5
2021-03-23,-0.4,40,0.0,130.2
2021-03-24,3.3,39,7.0,72.7
2021-03-25,2.6,33,8.0,237.5
2021-03-26,2.3,30,4.0,165.7
2021-03-27,3.0,29,6.0,158.3
2021-03-28,3.0,27,1.0,92.6
2021-03-29,2.7,25,0.0,0.2
2021-03-30,5.3,17,8.0,25.6
2021-03-31,4.5,10,0.0,69.8
2021-04-01,3.7,5,0.0,365.3
2021-04-02,2.5,-1,4.0,61.7
2021-04-03,2.3,-1,7.0,160.7
2021-04-04,4.2,-1,0.0,157.0
2021-04-05,2.1,-1,7.0,2.6
2021-04-06,1.5,-1,8.0,149.1
2021-04-07,2.8,-1,8.0,45.5
2021-04-08,2.2,-1,8.0,361.6
2021-04-09,0.8,-1,0.0,0.8
2019-11-10,4.4,-1,8.0,0.6
2019-11-11,0.0,-1,8.0,0.7
2019-11-12,-0.4,-1,8.0,0.9
2019-11-13,5.2,-1,8.0,0.8
2019-11-14,7.2,-1,8.0,0.7
2019-11-15,1.3,-1,8.0,66.0
2019-11-16,-0.9,-1,9.0,0.4
2019-11-17,4.5,-1,8.0,0.2
2019-11-18,5.5,-1,8.0,0.2
2019-11-19,5.4,-1,8.0,0.0
2019-11-20,4.7,-1,8.0,0.1
2019-11-21,3.5,-1,8.0,0.0
2019-11-22,0.6,-1,8.0,0.0
2019-11-23,-0.7,-1,8.0,2.8
2019-11-24,-1.3,-1,8.0,0.3
2019-11-25,-2.4,-1,1.0,0.5
2019-11-26,-0.4,-1,8.0,0.4
2019-11-27,0.3,2,8.0,0.7
2019-11-28,1.6,3,8.0,0.7
2019-11-29,2.2,-1,8.0,0.5
2019-11-30,-6.0,5,7.0,70.6
2019-12-01,-3.5,4,0.0,48.5
2019-12-02,-3.9,5,7.0,78.4
2019-12-03,-6.3,5,0.0,79.8
2019-12-04,1.6,4,8.0,6.2
2019-12-05,4.1,-1,0.0,0.1
2019-12-06,4.1,-1,8.0,0.4
2019-12-07,4.0,-1,8.0,0.5
2019-12-08,0.6,-1,8.0,22.9
2019-12-09,4.0,-1,8.0,12.5
2019-12-10,-3.3,-1,8.0,25.9
2019-12-11,-1.7,-1,2.0,1.3
2019-12-12,0.1,-1,8.0,0.5
2019-12-13,0.8,-1,8.0,0.3
2019-12-14,0.8,2,8.0,0.1
2019-12-15,0.8,-1,8.0,0.9
2019-12-16,1.4,-1,8.0,0.8
2019-12-17,1.6,-1,8.0,15.1
2019-12-18,1.1,-1,8.0,0.8
2019-12-19,0.3,5,8.0,52.3
2019-12-20,1.0,5,8.0,0.3
2019-12-21,1.5,3,9.0,0.2
2019-12-22,2.4,-1,9.0,0.5
2019-12-23,2.8,-1,8.0,0.3
2019-12-24,1.4,-1,8.0,0.4
2019-12-25,0.4,-1,8.0,1.0
2019-12-26,-0.3,-1,8.0,0.4
2019-12-27,-4.0,-1,8.0,27.6
2019-12-28,-7.0,2,8.0,83.0
2019-12-29,-1.6,2,6.0,0.8
2019-12-30,3.9,-1,8.0,0.7
2019-12-31,0.1,-1,7.0,6.5
2020-01-01,-0.1,-1,0.0,8.2
2020-01-02,2.3,-1,7.0,15.1
2020-01-03,3.7,-1,8.0,-0.1
2020-01-04,0.1,-1,4.0,57.4
2020-01-05,-4.0,-1,7.0,83.3
2020-01-06,-0.3,6,8.0,0.7
2020-01-07,3.0,3,8.0,0.7
2020-01-08,4.6,-1,8.0,0.6
2020-01-09,0.9,-1,0.0,88.3
2020-01-10,-3.9,-1,7.0,76.5
2020-01-11,-2.9,-1,0.0,27.6
2020-01-12,3.4,-1,8.0,0.7
2020-01-13,0.1,-1,7.0,4.9
2020-01-14,2.0,-1,8.0,0.4
2020-01-15,5.3,-1,8.0,0.7
2020-01-16,4.2,-1,7.0,1.6
2020-01-17,3.3,-1,4.0,0.1
2020-01-18,3.0,-1,8.0,0.3
2020-01-19,2.4,-1,8.0,4.5
2020-01-20,2.0,-1,8.0,3.4
2020-01-21,4.4,-1,7.0,64.7
2020-01-22,0.3,-1,4.0,76.7
2020-01-23,-1.3,-1,0.0,52.0
2020-01-24,0.6,-1,5.0,6.1
2020-01-25,-0.9,-1,7.0,95.3
2020-01-26,0.1,3,0.0,13.8
2020-01-27,-3.9,-1,8.0,0.5
2020-01-28,0.1,6,8.0,0.8
2020-01-29,0.0,3,8.0,0.6
2020-01-30,-0.4,4,8.0,0.7
2020-01-31,-1.5,6,8.0,0.7
2020-02-01,-0.5,5,8.0,0.6
2020-02-02,1.8,8,9.0,3.5
2020-02-03,-1.8,6,7.0,124.5
2020-02-04,-6.2,6,0.0,186.0
2020-02-05,-2.7,7,8.0,52.4
2020-02-06,-5.3,9,6.0,194.6
2020-02-07,-5.4,9,0.0,65.9
2020-02-08,-0.3,10,8.0,0.6
2020-02-09,2.4,9,8.0,0.6
2021-11-10,6.9,-1,8.0,0.2
2021-11-11,4.4,-1,2.0,79.8
2021-11-12,3.9,-1,8.0,13.0
2021-11-13,1.0,-1,8.0,2.7
2021-11-14,-0.6,-1,7.0,156.5
2021-11-15,-0.6,-1,8.0,5.4
2021-11-16,4.1,-1,8.0,0.0
2021-11-17,4.3,-1,8.0,0.0
2021-11-18,3.3,-1,8.0,3.6
2021-11-19,1.4,-1,6.0,0.6
2021-11-20,1.9,-1,8.0,39.8
2021-11-21,-0.6,-1,8.0,3.2
2021-11-22,-4.9,-1,0.0,95.7
2021-11-23,-2.1,6,8.0,0.6
2021-11-24,0.7,5,8.0,47.2
2021-11-25,1.1,5,8.0,0.9
2021-11-26,-3.1,2,8.0,37.8
2021-11-27,-8.7,2,2.0,25.9
2021-11-28,-8.2,4,8.0,1.0
2021-11-29,-7.9,4,0.0,0.9
2021-11-30,-9.1,5,8.0,65.7
2021-12-01,-8.0,8,8.0,11.9
2021-12-02,-10.3,6,0.0,11.1
2021-12-03,-10.3,6,8.0,-0.5
2021-12-04,-10.8,8,8.0,-1.0
2021-12-05,-17.2,7,0.0,93.3
2021-12-06,-13.6,7,2.0,1.0
2021-12-07,-14.8,8,8.0,46.7
2021-12-08,-19.3,8,0.0,33.0
2021-12-09,-11.6,8,8.0,0.5
2021-12-10,-6.2,9,8.0,0.1
2021-12-11,-3.7,9,8.0,0.0
2021-12-12,-0.1,9,8.0,0.8
2021-12-13,-0.2,9,8.0,0.5
2021-12-14,0.9,8,8.0,0.3
2021-12-15,1.4,10,8.0,0.4
2021-12-16,1.5,8,1.0,15.8
2021-12-17,0.4,7,1.0,80.6
2021-12-18,1.4,8,8.0,0.5
2021-12-19,-1.1,7,8.0,-0.4
2021-12-20,-10.0,7,8.0,61.7
2021-12-21,-13.2,7,7.0,77.0
2021-12-22,-11.7,8,0.0,-0.6
2021-12-23,-3.5,9,8.0,0.6
2021-12-24,-12.1,11,8.0,32.2
2021-12-25,-12.5,12,0.0,2.2
2021-12-26,-14.7,14,7.0,62.6
2021-12-27,-15.6,12,8.0,48.6
2021-12-28,-11.1,13,0.0,0.0
2021-12-29,-5.0,13,7.0,-0.3
2021-12-30,-4.4,13,8.0,0.6
2021-12-31,-1.4,14,8.0,3.6
2022-01-01,-6.4,15,7.0,99.5
2022-01-02,-8.3,14,2.0,0.6
2022-01-03,-5.4,20,8.0,0.2
2022-01-04,-3.6,21,8.0,0.4
2022-01-05,-1.6,23,8.0,2.8
2022-01-06,-7.2,23,8.0,0.9
2022-01-07,-9.7,23,7.0,1.2
2022-01-08,-8.8,24,7.0,0.6
2022-01-09,-8.1,24,8.0,0.2
2022-01-10,-15.5,23,8.0,116.7
2022-01-11,-17.0,23,8.0,1.3
2022-01-12,-1.7,23,8.0,0.5
2022-01-13,3.5,22,8.0,74.5
2022-01-14,0.7,17,8.0,28.6
2022-01-15,-1.2,17,0.0,117.0
2022-01-16,-1.9,17,0.0,1.8
2022-01-17,-3.0,17,1.0,84.0
2022-01-18,-5.1,17,0.0,12.4
2022-01-19,0.0,17,7.0,0.5
2022-01-20,-0.4,16,8.0,0.0
2022-01-21,-3.5,23,8.0,0.2
2022-01-22,-7.2,24,8.0,46.9
2022-01-23,-4.5,24,8.0,0.8
2022-01-24,1.1,24,9.0,0.3
2022-01-25,-2.9,21,2.0,144.3
2022-01-26,-5.7,21,0.0,0.6
2022-01-27,-0.1,25,8.0,0.4
2022-01-28,-2.1,29,8.0,0.3
2022-01-29,-4.9,29,8.0,0.6
2022-01-30,-3.4,40,8.0,0.1
2022-01-31,-6.2,50,8.0,0.4
2022-02-01,-9.6,47,7.0,0.8
2022-02-02,-7.8,47,8.0,1.0
2022-02-03,-8.3,47,8.0,21.8
2022-02-04,-6.8,45,8.0,1.1
2022-02-05,-3.1,47,8.0,0.2
2022-02-06,-0.6,53,8.0,0.3
2022-02-07,-0.6,56,7.0,0.6
2022-02-08,-1.9,55,8.0,0.9
2022-02-09,-1.7,55,8.0,54.0
