Observation station,Year,Month,Day,Time [Local time],Direct solar radiation mean [W/m2]
Helsinki Kaisaniemi,2004,5,1,00:00,199.9
Helsinki Kaisaniemi,2004,5,2,00:00,357.8
Helsinki Kaisaniemi,2004,5,3,00:00,301.1
Helsinki Kaisaniemi,2004,5,4,00:00,24.5
Helsinki Kaisaniemi,2004,5,5,00:00,282.9
Helsinki Kaisaniemi,2004,5,6,00:00,356.2
Helsinki Kaisaniemi,2004,5,7,00:00,336.5
Helsinki Kaisaniemi,2004,5,8,00:00,235.9
Helsinki Kaisaniemi,2004,5,9,00:00,396.3
Helsinki Kaisaniemi,2004,5,10,00:00,149.7
Helsinki Kaisaniemi,2004,5,11,00:00,226.3
Helsinki Kaisaniemi,2004,5,12,00:00,318.6
Helsinki Kaisaniemi,2004,5,13,00:00,230.1
Helsinki Kaisaniemi,2004,5,14,00:00,141.8
Helsinki Kaisaniemi,2004,5,15,00:00,268.4
Helsinki Kaisaniemi,2004,5,16,00:00,232.3
Helsinki Kaisaniemi,2004,5,17,00:00,378.8
Helsinki Kaisaniemi,2004,5,18,00:00,60.4
Helsinki Kaisaniemi,2004,5,19,00:00,69.6
Helsinki Kaisaniemi,2004,5,20,00:00,321.4
Helsinki Kaisaniemi,2004,5,21,00:00,173.5
Helsinki Kaisaniemi,2004,5,22,00:00,123.9
Helsinki Kaisaniemi,2004,5,23,00:00,364.5
Helsinki Kaisaniemi,2004,5,24,00:00,424.5
Helsinki Kaisaniemi,2004,5,25,00:00,459.1
Helsinki Kaisaniemi,2004,5,26,00:00,435.1
Helsinki Kaisaniemi,2004,5,27,00:00,109.9
Helsinki Kaisaniemi,2004,5,28,00:00,253.1
Helsinki Kaisaniemi,2004,5,29,00:00,165.4
Helsinki Kaisaniemi,2004,5,30,00:00,188.4
Helsinki Kaisaniemi,2004,5,31,00:00,37.7
Helsinki Kaisaniemi,2004,6,1,00:00,321.8
Helsinki Kaisaniemi,2004,6,2,00:00,326.5
Helsinki Kaisaniemi,2004,6,3,00:00,443.2
Helsinki Kaisaniemi,2004,6,4,00:00,328.3
Helsinki Kaisaniemi,2004,6,5,00:00,460.4
Helsinki Kaisaniemi,2004,6,6,00:00,121.7
Helsinki Kaisaniemi,2004,6,7,00:00,129.8
Helsinki Kaisaniemi,2004,6,8,00:00,22.4
Helsinki Kaisaniemi,2004,6,9,00:00,447.4
Helsinki Kaisaniemi,2004,6,10,00:00,311.3
Helsinki Kaisaniemi,2004,6,11,00:00,8.6
Helsinki Kaisaniemi,2004,6,12,00:00,11.4
Helsinki Kaisaniemi,2004,6,13,00:00,265.8
Helsinki Kaisaniemi,2004,6,14,00:00,173.2
Helsinki Kaisaniemi,2004,6,15,00:00,402
Helsinki Kaisaniemi,2004,6,16,00:00,28.4
Helsinki Kaisaniemi,2004,6,17,00:00,211
Helsinki Kaisaniemi,2004,6,18,00:00,199.9
Helsinki Kaisaniemi,2004,6,19,00:00,324.7
Helsinki Kaisaniemi,2004,6,20,00:00,361.3
Helsinki Kaisaniemi,2004,6,21,00:00,31.1
Helsinki Kaisaniemi,2004,6,22,00:00,190
Helsinki Kaisaniemi,2004,6,23,00:00,-
-,2004,6,24,00:00,-
Helsinki Kaisaniemi,2004,6,25,00:00,379
Helsinki Kaisaniemi,2004,6,26,00:00,233.4
Helsinki Kaisaniemi,2004,6,27,00:00,10.1
Helsinki Kaisaniemi,2004,6,28,00:00,10.9
Helsinki Kaisaniemi,2004,6,29,00:00,112.7
Helsinki Kaisaniemi,2004,6,30,00:00,7.5
Helsinki Kaisaniemi,2004,7,1,00:00,44
Helsinki Kaisaniemi,2004,7,2,00:00,335.1
Helsinki Kaisaniemi,2004,7,3,00:00,6.7
Helsinki Kaisaniemi,2004,7,4,00:00,294.1
Helsinki Kaisaniemi,2004,7,5,00:00,251
Helsinki Kaisaniemi,2004,7,6,00:00,302.9
Helsinki Kaisaniemi,2004,7,7,00:00,92.2
Helsinki Kaisaniemi,2004,7,8,00:00,495
Helsinki Kaisaniemi,2004,7,9,00:00,178.9
Helsinki Kaisaniemi,2004,7,10,00:00,108.2
Helsinki Kaisaniemi,2004,7,11,00:00,133.2
Helsinki Kaisaniemi,2004,7,12,00:00,216.7
Helsinki Kaisaniemi,2004,7,13,00:00,160.6
Helsinki Kaisaniemi,2004,7,14,00:00,220.7
Helsinki Kaisaniemi,2004,7,15,00:00,307.2
Helsinki Kaisaniemi,2004,7,16,00:00,385
Helsinki Kaisaniemi,2004,7,17,00:00,182.8
Helsinki Kaisaniemi,2004,7,18,00:00,397.4
Helsinki Kaisaniemi,2004,7,19,00:00,224.3
Helsinki Kaisaniemi,2004,7,20,00:00,292.4
Helsinki Kaisaniemi,2004,7,21,00:00,163.1
Helsinki Kaisaniemi,2004,7,22,00:00,69.8
Helsinki Kaisaniemi,2004,7,23,00:00,162.8
Helsinki Kaisaniemi,2004,7,24,00:00,209.4
Helsinki Kaisaniemi,2004,7,25,00:00,132.6
Helsinki Kaisaniemi,2004,7,26,00:00,149.2
Helsinki Kaisaniemi,2004,7,27,00:00,112.3
Helsinki Kaisaniemi,2004,7,28,00:00,13.5
Helsinki Kaisaniemi,2004,7,29,00:00,10.6
Helsinki Kaisaniemi,2004,7,30,00:00,29.6
Helsinki Kaisaniemi,2004,7,31,00:00,31.9
Helsinki Kaisaniemi,2004,8,1,00:00,214.1
Helsinki Kaisaniemi,2004,8,2,00:00,176.7
Helsinki Kaisaniemi,2004,8,3,00:00,190.4
Helsinki Kaisaniemi,2004,8,4,00:00,331.3
Helsinki Kaisaniemi,2004,8,5,00:00,348.8
Helsinki Kaisaniemi,2004,8,6,00:00,358.7
Helsinki Kaisaniemi,2004,8,7,00:00,359.4
Helsinki Kaisaniemi,2004,8,8,00:00,216.6
Helsinki Kaisaniemi,2004,8,9,00:00,197.8
Helsinki Kaisaniemi,2004,8,10,00:00,374.4
Helsinki Kaisaniemi,2004,8,11,00:00,149.9
Helsinki Kaisaniemi,2004,8,12,00:00,299.4
Helsinki Kaisaniemi,2004,8,13,00:00,221.3
Helsinki Kaisaniemi,2004,8,14,00:00,244.5
Helsinki Kaisaniemi,2004,8,15,00:00,127.6
Helsinki Kaisaniemi,2004,8,16,00:00,301
Helsinki Kaisaniemi,2004,8,17,00:00,18.5
Helsinki Kaisaniemi,2004,8,18,00:00,85.7
Helsinki Kaisaniemi,2004,8,19,00:00,90.1
Helsinki Kaisaniemi,2004,8,20,00:00,209.3
Helsinki Kaisaniemi,2004,8,21,00:00,143.8
Helsinki Kaisaniemi,2004,8,22,00:00,146.2
Helsinki Kaisaniemi,2004,8,23,00:00,245.5
Helsinki Kaisaniemi,2004,8,24,00:00,307.3
Helsinki Kaisaniemi,2004,8,25,00:00,272.5
Helsinki Kaisaniemi,2004,8,26,00:00,5.4
Helsinki Kaisaniemi,2004,8,27,00:00,179.7
Helsinki Kaisaniemi,2004,8,28,00:00,135.6
Helsinki Kaisaniemi,2004,8,29,00:00,323.6
Helsinki Kaisaniemi,2004,8,30,00:00,17.4
Helsinki Kaisaniemi,2004,8,31,00:00,43.7
Helsinki Kaisaniemi,2004,9,1,00:00,63.1
Helsinki Kaisaniemi,2004,9,2,00:00,10.3
Helsinki Kaisaniemi,2004,9,3,00:00,36.9
Helsinki Kaisaniemi,2004,9,4,00:00,280.3
Helsinki Kaisaniemi,2004,9,5,00:00,185.7
Helsinki Kaisaniemi,2004,9,6,00:00,80.6
Helsinki Kaisaniemi,2004,9,7,00:00,140
Helsinki Kaisaniemi,2004,9,8,00:00,262.5
Helsinki Kaisaniemi,2004,9,9,00:00,197.3
Helsinki Kaisaniemi,2004,9,10,00:00,188.1
Helsinki Kaisaniemi,2004,9,11,00:00,272.4
Helsinki Kaisaniemi,2004,9,12,00:00,23.1
Helsinki Kaisaniemi,2004,9,13,00:00,123.5
Helsinki Kaisaniemi,2004,9,14,00:00,117.6
Helsinki Kaisaniemi,2004,9,15,00:00,-
-,2004,9,16,00:00,-
Helsinki Kaisaniemi,2004,9,17,00:00,24.6
Helsinki Kaisaniemi,2004,9,18,00:00,6.3
Helsinki Kaisaniemi,2004,9,19,00:00,50.4
Helsinki Kaisaniemi,2004,9,20,00:00,284.8
Helsinki Kaisaniemi,2004,9,21,00:00,22.8
Helsinki Kaisaniemi,2004,9,22,00:00,17.8
Helsinki Kaisaniemi,2004,9,23,00:00,60.4
Helsinki Kaisaniemi,2004,9,24,00:00,75.1
Helsinki Kaisaniemi,2004,9,25,00:00,68.7
Helsinki Kaisaniemi,2004,9,26,00:00,232.8
Helsinki Kaisaniemi,2004,9,27,00:00,6.3
Helsinki Kaisaniemi,2004,9,28,00:00,27.4
Helsinki Kaisaniemi,2004,9,29,00:00,113.3
Helsinki Kaisaniemi,2004,9,30,00:00,129.8
Helsinki Kaisaniemi,2004,10,1,00:00,271.5
Helsinki Kaisaniemi,2004,10,2,00:00,178.1
Helsinki Kaisaniemi,2004,10,3,00:00,5.5
Helsinki Kaisaniemi,2004,10,4,00:00,192.3
Helsinki Kaisaniemi,2004,10,5,00:00,14.4
Helsinki Kaisaniemi,2004,10,6,00:00,8.4
Helsinki Kaisaniemi,2004,10,7,00:00,173.9
Helsinki Kaisaniemi,2004,10,8,00:00,63.9
Helsinki Kaisaniemi,2004,10,9,00:00,216.5
Helsinki Kaisaniemi,2004,10,10,00:00,254.7
Helsinki Kaisaniemi,2004,10,11,00:00,130.9
Helsinki Kaisaniemi,2004,10,12,00:00,256.1
Helsinki Kaisaniemi,2004,10,13,00:00,-
-,2004,10,14,00:00,-
Helsinki Kaisaniemi,2004,10,15,00:00,166.4
Helsinki Kaisaniemi,2004,10,16,00:00,79.2
Helsinki Kaisaniemi,2004,10,17,00:00,5
Helsinki Kaisaniemi,2004,10,18,00:00,4.4
Helsinki Kaisaniemi,2004,10,19,00:00,4.3
Helsinki Kaisaniemi,2004,10,20,00:00,14.3
Helsinki Kaisaniemi,2004,10,21,00:00,4.5
Helsinki Kaisaniemi,2004,10,22,00:00,17.8
Helsinki Kaisaniemi,2004,10,23,00:00,20.7
Helsinki Kaisaniemi,2004,10,24,00:00,22.2
Helsinki Kaisaniemi,2004,10,25,00:00,153.3
Helsinki Kaisaniemi,2004,10,26,00:00,5
Helsinki Kaisaniemi,2004,10,27,00:00,18.9
Helsinki Kaisaniemi,2004,10,28,00:00,210
Helsinki Kaisaniemi,2004,10,29,00:00,101
Helsinki Kaisaniemi,2004,10,30,00:00,19.8
Helsinki Kaisaniemi,2004,10,31,00:00,4
Helsinki Kaisaniemi,2004,11,1,00:00,173.9
Helsinki Kaisaniemi,2004,11,2,00:00,163.1
Helsinki Kaisaniemi,2004,11,3,00:00,38.3
Helsinki Kaisaniemi,2004,11,4,00:00,4.2
Helsinki Kaisaniemi,2004,11,5,00:00,19.5
Helsinki Kaisaniemi,2004,11,6,00:00,34.1
Helsinki Kaisaniemi,2004,11,7,00:00,4.5
Helsinki Kaisaniemi,2004,11,8,00:00,11.6
Helsinki Kaisaniemi,2004,11,9,00:00,5.9
Helsinki Kaisaniemi,2004,11,10,00:00,4
Helsinki Kaisaniemi,2004,11,11,00:00,4.2
Helsinki Kaisaniemi,2004,11,12,00:00,3.9
Helsinki Kaisaniemi,2004,11,13,00:00,71.7
Helsinki Kaisaniemi,2004,11,14,00:00,113.7
Helsinki Kaisaniemi,2004,11,15,00:00,4.1
Helsinki Kaisaniemi,2004,11,16,00:00,24.4
Helsinki Kaisaniemi,2004,11,17,00:00,9.5
Helsinki Kaisaniemi,2004,11,18,00:00,4.4
Helsinki Kaisaniemi,2004,11,19,00:00,66.6
Helsinki Kaisaniemi,2004,11,20,00:00,7.6
Helsinki Kaisaniemi,2004,11,21,00:00,66.7
Helsinki Kaisaniemi,2004,11,22,00:00,7.1
Helsinki Kaisaniemi,2004,11,23,00:00,4.3
Helsinki Kaisaniemi,2004,11,24,00:00,107.3
Helsinki Kaisaniemi,2004,11,25,00:00,32.1
Helsinki Kaisaniemi,2004,11,26,00:00,33.3
Helsinki Kaisaniemi,2004,11,27,00:00,107
Helsinki Kaisaniemi,2004,11,28,00:00,27.9
Helsinki Kaisaniemi,2004,11,29,00:00,3.9
Helsinki Kaisaniemi,2004,11,30,00:00,4
Helsinki Kaisaniemi,2004,12,1,00:00,3.9
Helsinki Kaisaniemi,2004,12,2,00:00,3.7
Helsinki Kaisaniemi,2004,12,3,00:00,39.6
Helsinki Kaisaniemi,2004,12,4,00:00,4.6
Helsinki Kaisaniemi,2004,12,5,00:00,3.9
Helsinki Kaisaniemi,2004,12,6,00:00,4.2
Helsinki Kaisaniemi,2004,12,7,00:00,3.9
Helsinki Kaisaniemi,2004,12,8,00:00,3.9
Helsinki Kaisaniemi,2004,12,9,00:00,61.3
Helsinki Kaisaniemi,2004,12,10,00:00,42
Helsinki Kaisaniemi,2004,12,11,00:00,3.9
Helsinki Kaisaniemi,2004,12,12,00:00,64.4
Helsinki Kaisaniemi,2004,12,13,00:00,10.6
Helsinki Kaisaniemi,2004,12,14,00:00,3.8
Helsinki Kaisaniemi,2004,12,15,00:00,3.7
Helsinki Kaisaniemi,2004,12,16,00:00,5.1
Helsinki Kaisaniemi,2004,12,17,00:00,3.8
Helsinki Kaisaniemi,2004,12,18,00:00,4.2
Helsinki Kaisaniemi,2004,12,19,00:00,3.7
Helsinki Kaisaniemi,2004,12,20,00:00,11.9
Helsinki Kaisaniemi,2004,12,21,00:00,47.8
Helsinki Kaisaniemi,2004,12,22,00:00,3.6
Helsinki Kaisaniemi,2004,12,23,00:00,30.9
Helsinki Kaisaniemi,2004,12,24,00:00,55.7
Helsinki Kaisaniemi,2004,12,25,00:00,4
Helsinki Kaisaniemi,2004,12,26,00:00,3.8
Helsinki Kaisaniemi,2004,12,27,00:00,85.3
Helsinki Kaisaniemi,2004,12,28,00:00,4.7
Helsinki Kaisaniemi,2004,12,29,00:00,3.8
Helsinki Kaisaniemi,2004,12,30,00:00,3.7
Helsinki Kaisaniemi,2004,12,31,00:00,77.2
Helsinki Kaisaniemi,2004,8,9,00:00,197.8
Helsinki Kaisaniemi,2004,8,10,00:00,374.4
Helsinki Kaisaniemi,2004,8,11,00:00,149.9
Helsinki Kaisaniemi,2004,8,12,00:00,299.4
Helsinki Kaisaniemi,2004,8,13,00:00,221.3
Helsinki Kaisaniemi,2004,8,14,00:00,244.5
Helsinki Kaisaniemi,2004,8,15,00:00,127.6
Helsinki Kaisaniemi,2004,8,16,00:00,301
Helsinki Kaisaniemi,2004,8,17,00:00,18.5
Helsinki Kaisaniemi,2004,8,18,00:00,85.7
Helsinki Kaisaniemi,2004,8,19,00:00,90.1
Helsinki Kaisaniemi,2004,8,20,00:00,209.3
Helsinki Kaisaniemi,2004,8,21,00:00,143.8
Helsinki Kaisaniemi,2004,8,22,00:00,146.2
Helsinki Kaisaniemi,2004,8,23,00:00,245.5
Helsinki Kaisaniemi,2004,8,24,00:00,307.3
Helsinki Kaisaniemi,2004,8,25,00:00,272.5
Helsinki Kaisaniemi,2004,8,26,00:00,5.4
Helsinki Kaisaniemi,2004,8,27,00:00,179.7
Helsinki Kaisaniemi,2004,8,28,00:00,135.6
Helsinki Kaisaniemi,2004,8,29,00:00,323.6
Helsinki Kaisaniemi,2004,8,30,00:00,17.4
Helsinki Kaisaniemi,2004,8,31,00:00,43.7
Helsinki Kaisaniemi,2004,9,1,00:00,63.1
Helsinki Kaisaniemi,2004,9,2,00:00,10.3
Helsinki Kaisaniemi,2004,9,3,00:00,36.9
Helsinki Kaisaniemi,2004,9,4,00:00,280.3
Helsinki Kaisaniemi,2004,9,5,00:00,185.7
Helsinki Kaisaniemi,2004,9,6,00:00,80.6
Helsinki Kaisaniemi,2004,9,7,00:00,140
Helsinki Kaisaniemi,2004,9,8,00:00,262.5
Helsinki Kaisaniemi,2004,9,9,00:00,197.3
Helsinki Kaisaniemi,2004,9,10,00:00,188.1
Helsinki Kaisaniemi,2004,9,11,00:00,272.4
Helsinki Kaisaniemi,2004,9,12,00:00,23.1
Helsinki Kaisaniemi,2004,9,13,00:00,123.5
Helsinki Kaisaniemi,2004,9,14,00:00,117.6
Helsinki Kaisaniemi,2004,9,15,00:00,-
-,2004,9,16,00:00,-
Helsinki Kaisaniemi,2004,9,17,00:00,24.6
Helsinki Kaisaniemi,2004,9,18,00:00,6.3
Helsinki Kaisaniemi,2004,9,19,00:00,50.4
Helsinki Kaisaniemi,2004,9,20,00:00,284.8
Helsinki Kaisaniemi,2004,9,21,00:00,22.8
Helsinki Kaisaniemi,2004,9,22,00:00,17.8
Helsinki Kaisaniemi,2004,9,23,00:00,60.4
Helsinki Kaisaniemi,2004,9,24,00:00,75.1
Helsinki Kaisaniemi,2004,9,25,00:00,68.7
Helsinki Kaisaniemi,2004,9,26,00:00,232.8
Helsinki Kaisaniemi,2004,9,27,00:00,6.3
Helsinki Kaisaniemi,2004,9,28,00:00,27.4
Helsinki Kaisaniemi,2004,9,29,00:00,113.3
Helsinki Kaisaniemi,2004,9,30,00:00,129.8
Helsinki Kaisaniemi,2004,10,1,00:00,271.5
Helsinki Kaisaniemi,2004,10,2,00:00,178.1
Helsinki Kaisaniemi,2004,10,3,00:00,5.5
Helsinki Kaisaniemi,2004,10,4,00:00,192.3
Helsinki Kaisaniemi,2004,10,5,00:00,14.4
Helsinki Kaisaniemi,2004,10,6,00:00,8.4
Helsinki Kaisaniemi,2004,10,7,00:00,173.9
Helsinki Kaisaniemi,2004,10,8,00:00,63.9
Helsinki Kaisaniemi,2004,10,9,00:00,216.5
Helsinki Kaisaniemi,2004,10,10,00:00,254.7
Helsinki Kaisaniemi,2004,10,11,00:00,130.9
Helsinki Kaisaniemi,2004,10,12,00:00,256.1
Helsinki Kaisaniemi,2004,10,13,00:00,-
-,2004,10,14,00:00,-
Helsinki Kaisaniemi,2004,10,15,00:00,166.4
Helsinki Kaisaniemi,2004,10,16,00:00,79.2
Helsinki Kaisaniemi,2004,10,17,00:00,5
Helsinki Kaisaniemi,2004,10,18,00:00,4.4
Helsinki Kaisaniemi,2004,10,19,00:00,4.3
Helsinki Kaisaniemi,2004,10,20,00:00,14.3
Helsinki Kaisaniemi,2004,10,21,00:00,4.5
Helsinki Kaisaniemi,2004,10,22,00:00,17.8
Helsinki Kaisaniemi,2004,10,23,00:00,20.7
Helsinki Kaisaniemi,2004,10,24,00:00,22.2
Helsinki Kaisaniemi,2004,10,25,00:00,153.3
Helsinki Kaisaniemi,2004,10,26,00:00,5
Helsinki Kaisaniemi,2004,10,27,00:00,18.9
Helsinki Kaisaniemi,2004,10,28,00:00,210
Helsinki Kaisaniemi,2004,10,29,00:00,101
Helsinki Kaisaniemi,2004,10,30,00:00,19.8
Helsinki Kaisaniemi,2004,10,31,00:00,4
Helsinki Kaisaniemi,2004,11,1,00:00,173.9
Helsinki Kaisaniemi,2004,11,2,00:00,163.1
Helsinki Kaisaniemi,2004,11,3,00:00,38.3
Helsinki Kaisaniemi,2004,11,4,00:00,4.2
Helsinki Kaisaniemi,2004,11,5,00:00,19.5
Helsinki Kaisaniemi,2004,11,6,00:00,34.1
Helsinki Kaisaniemi,2004,11,7,00:00,4.5
Helsinki Kaisaniemi,2004,11,8,00:00,11.6
Helsinki Kaisaniemi,2004,11,9,00:00,5.9
Helsinki Kaisaniemi,2004,11,10,00:00,4
Helsinki Kaisaniemi,2004,11,11,00:00,4.2
Helsinki Kaisaniemi,2004,11,12,00:00,3.9
Helsinki Kaisaniemi,2004,11,13,00:00,71.7
Helsinki Kaisaniemi,2004,11,14,00:00,113.7
Helsinki Kaisaniemi,2004,11,15,00:00,4.1
Helsinki Kaisaniemi,2004,11,16,00:00,24.4
Helsinki Kaisaniemi,2004,11,17,00:00,9.5
Helsinki Kaisaniemi,2004,11,18,00:00,4.4
Helsinki Kaisaniemi,2004,11,19,00:00,66.6
Helsinki Kaisaniemi,2004,11,20,00:00,7.6
Helsinki Kaisaniemi,2004,11,21,00:00,66.7
Helsinki Kaisaniemi,2004,11,22,00:00,7.1
Helsinki Kaisaniemi,2004,11,23,00:00,4.3
Helsinki Kaisaniemi,2004,11,24,00:00,107.3
Helsinki Kaisaniemi,2004,11,25,00:00,32.1
Helsinki Kaisaniemi,2004,11,26,00:00,33.3
Helsinki Kaisaniemi,2004,11,27,00:00,107
Helsinki Kaisaniemi,2004,11,28,00:00,27.9
Helsinki Kaisaniemi,2004,11,29,00:00,3.9
Helsinki Kaisaniemi,2004,11,30,00:00,4
Helsinki Kaisaniemi,2004,12,1,00:00,3.9
Helsinki Kaisaniemi,2004,12,2,00:00,3.7
Helsinki Kaisaniemi,2004,12,3,00:00,39.6
Helsinki Kaisaniemi,2004,12,4,00:00,4.6
Helsinki Kaisaniemi,2004,12,5,00:00,3.9
Helsinki Kaisaniemi,2004,12,6,00:00,4.2
Helsinki Kaisaniemi,2004,12,7,00:00,3.9
Helsinki Kaisaniemi,2004,12,8,00:00,3.9
Helsinki Kumpula,2021,1,10,00:00,0.7
Helsinki Kumpula,2021,1,11,00:00,0.1
Helsinki Kumpula,2021,1,12,00:00,0.0
Helsinki Kumpula,2021,1,13,00:00,-0.1
Helsinki Kumpula,2021,1,14,00:00,34.8
Helsinki Kumpula,2021,1,15,00:00,92.5
Helsinki Kumpula,2021,1,16,00:00,80.9
Helsinki Kumpula,2021,1,17,00:00,3.3
Helsinki Kumpula,2021,1,18,00:00,1.6
Helsinki Kumpula,2021,1,19,00:00,0.4
Helsinki Kumpula,2021,1,20,00:00,23.8
Helsinki Kumpula,2021,1,21,00:00,0.2
Helsinki Kumpula,2021,1,22,00:00,0.4
Helsinki Kumpula,2021,1,23,00:00,0.3
Helsinki Kumpula,2021,1,24,00:00,0.2
Helsinki Kumpula,2021,1,25,00:00,0.3
Helsinki Kumpula,2021,1,26,00:00,0.2
Helsinki Kumpula,2021,1,27,00:00,0.5
Helsinki Kumpula,2021,1,28,00:00,0.7
Helsinki Kumpula,2021,1,29,00:00,1.6
Helsinki Kumpula,2021,1,30,00:00,1.0
Helsinki Kumpula,2021,1,31,00:00,21.4
Helsinki Kumpula,2021,2,1,00:00,6.3
Helsinki Kumpula,2021,2,2,00:00,0.6
Helsinki Kumpula,2021,2,3,00:00,108.1
Helsinki Kumpula,2021,2,4,00:00,164.9
Helsinki Kumpula,2021,2,5,00:00,167.7
Helsinki Kumpula,2021,2,6,00:00,46.1
Helsinki Kumpula,2021,2,7,00:00,3.4
Helsinki Kumpula,2021,2,8,00:00,43.8
Helsinki Kumpula,2021,2,9,00:00,0.7
Helsinki Kumpula,2021,2,10,00:00,55.0
Helsinki Kumpula,2021,2,11,00:00,208.4
Helsinki Kumpula,2021,2,12,00:00,87.6
Helsinki Kumpula,2021,2,13,00:00,1.4
Helsinki Kumpula,2021,2,14,00:00,178.0
Helsinki Kumpula,2021,2,15,00:00,147.9
Helsinki Kumpula,2021,2,16,00:00,108.2
Helsinki Kumpula,2021,2,17,00:00,234.3
Helsinki Kumpula,2021,2,18,00:00,156.4
Helsinki Kumpula,2021,2,19,00:00,2.4
Helsinki Kumpula,2021,2,20,00:00,0.6
Helsinki Kumpula,2021,2,21,00:00,0.5
Helsinki Kumpula,2021,2,22,00:00,0.6
Helsinki Kumpula,2021,2,23,00:00,0.6
Helsinki Kumpula,2021,2,24,00:00,0.8
Helsinki Kumpula,2021,2,25,00:00,0.5
Helsinki Kumpula,2021,2,26,00:00,7.2
Helsinki Kumpula,2021,2,27,00:00,277.0
Helsinki Kumpula,2021,2,28,00:00,261.2
Helsinki Kumpula,2021,3,1,00:00,8.1
Helsinki Kumpula,2021,3,2,00:00,277.8
Helsinki Kumpula,2021,3,3,00:00,191.5
Helsinki Kumpula,2021,3,4,00:00,240.4
Helsinki Kumpula,2021,3,5,00:00,282.9
Helsinki Kumpula,2021,3,6,00:00,6.2
Helsinki Kumpula,2021,3,7,00:00,24.4
Helsinki Kumpula,2021,3,8,00:00,255.7
Helsinki Kumpula,2021,3,9,00:00,0.2
Helsinki Kumpula,2021,3,10,00:00,284.2
Helsinki Kumpula,2021,3,11,00:00,2.4
Helsinki Kumpula,2021,3,12,00:00,0.3
Helsinki Kumpula,2021,3,13,00:00,0.9
Helsinki Kumpula,2021,3,14,00:00,0.7
Helsinki Kumpula,2021,3,15,00:00,0.6
Helsinki Kumpula,2021,3,16,00:00,11.1
Helsinki Kumpula,2021,3,17,00:00,3.7
Helsinki Kumpula,2021,3,18,00:00,156.6
Helsinki Kumpula,2021,3,19,00:00,244.4
Helsinki Kumpula,2021,3,20,00:00,0.6
Helsinki Kumpula,2021,3,21,00:00,99.2
